#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.58547e+09 0.0924956 0.0977312 0.0131327 0 0 0 0.104552 0.00486661 0.058652 0.152006 0.0494392 573
1.63595e+10 0.0057971 0.0057971 0.00409321 0 0 0 0.0396819 0.00280614 0.0243271 0.0424345 0.0162115 345
2.60626e+10 0.0132304 0.0132304 0.00379604 0 0 0 0.0458565 0.00162394 0.0260109 0.0612382 0.0179455 907
4.07862e+10 0.0181087 0.0186117 0.00311427 0 0 0 0.0507652 0.00117088 0.0378878 0.0589251 0.0299192 1988
6.42315e+10 0.0315003 0.0317672 0.00289062 0 0 0 0.0601975 0.000971633 0.0400134 0.0730774 0.0319969 3746
1.01384e+11 0.0472855 0.048453 0.00307048 0 0 0 0.074 0.0010141 0.0535258 0.0854408 0.0454101 5139
1.59352e+11 0.0731591 0.0758511 0.00345755 0 0 0 0.0925135 0.00108253 0.0685958 0.103088 0.0460865 6315
2.51706e+11 0.110206 0.114137 0.00391665 0 0 0 0.114579 0.00116288 0.0857584 0.122604 0.0625634 7123
3.97101e+11 0.141017 0.146329 0.00424263 0 0 0 0.142889 0.0013102 0.115428 0.141025 0.0782674 7531
6.28644e+11 0.176915 0.185657 0.00499959 0 1 0 0.17842 0.00157899 0.155566 0.157024 0.104045 6749
9.90231e+11 0.206153 0.217999 0.00586498 0 1 0 0.21497 0.00186785 0.191729 0.173633 0.12386 5656
1.5615e+12 0.222626 0.234738 0.00702829 0 1 0 0.256556 0.00231016 0.244138 0.171225 0.146616 4128
2.46892e+12 0.223693 0.236934 0.00849983 0 1 0 0.292472 0.00283916 0.281211 0.173437 0.147016 2870
3.92678e+12 0.200862 0.210555 0.0100002 0 1 0 0.335089 0.00373091 0.327996 0.181729 0.164532 1857
6.1922e+12 0.167754 0.178006 0.0125442 0 1 0 0.352336 0.00484277 0.341819 0.179096 0.156227 1073
9.82069e+12 0.117747 0.12116 0.0139171 0 0 0 0.372138 0.00634115 0.371234 0.170404 0.161574 586
1.54428e+13 0.111913 0.115523 0.019909 0 0 0 0.353568 0.00886179 0.347945 0.161687 0.138841 277
2.48534e+13 0.103704 0.103704 0.0263373 0 0 0 0.357222 0.0134601 0.354856 0.166456 0.160598 135
3.88959e+13 0.0754717 0.0754717 0.0366311 0 0 0 0.32508 0.0189568 0.306869 0.187593 0.137581 53
5.96804e+13 0.153846 0.153846 0.0721602 0 0 0 0.288397 0.0198875 0.316159 0.0472044 0.148318 26
9.12029e+13 0 0 0 0 0 0 0.289086 0.0484445 0.291448 0.175004 0.138975 6
2.63971e+14 0 0 0 0 0 0 0.195459 0.195459 0.195459 0 0 1
