#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
44.2772 5.92087e+08 5.40798e+06 4.82497e+08 3.50141e+08 1.50754e+08 2.53083e+09 1.93662e+07 2.53753e+09 1.53554e+09 1.5798e+09 4794
63.692 5.16418e+08 5.40493e+06 4.17265e+08 3.03348e+08 8.37044e+07 1.40483e+09 2.16168e+07 1.12466e+09 9.99364e+08 5.00674e+08 2123
80.7837 5.50578e+08 3.86371e+06 4.68813e+08 2.96583e+08 1.35386e+08 1.4062e+09 1.19238e+07 1.20812e+09 1.08161e+09 5.84132e+08 4910
101.182 6.21021e+08 3.12597e+06 5.00587e+08 4.1655e+08 1.67026e+08 1.6064e+09 9.06264e+06 1.375e+09 1.2449e+09 7.51009e+08 11248
126.67 7.19058e+08 3.13162e+06 5.83762e+08 4.99952e+08 2.49961e+08 1.75583e+09 7.75328e+06 1.54178e+09 1.32443e+09 8.34385e+08 18563
158.057 8.72357e+08 3.89663e+06 7.09403e+08 6.7982e+08 3.07846e+08 1.87228e+09 8.07671e+06 1.62513e+09 1.48604e+09 9.17733e+08 20094
197.397 1.12791e+09 6.4661e+06 9.10467e+08 9.22e+08 4.93202e+08 1.83345e+09 9.90822e+06 1.54178e+09 1.56938e+09 8.34385e+08 13820
246.211 1.48964e+09 1.26475e+07 1.20812e+09 1.36037e+09 6.62236e+08 1.66866e+09 1.36378e+07 1.375e+09 1.40925e+09 7.51009e+08 6299
308.937 2.02032e+09 2.93674e+07 1.74562e+09 1.78684e+09 1.07802e+09 1.396e+09 2.20378e+07 1.09308e+09 1.14381e+09 5.52469e+08 1980
387.396 2.48011e+09 6.73867e+07 2.20692e+09 2.13843e+09 1.44844e+09 1.18946e+09 3.66547e+07 8.99509e+08 9.75361e+08 3.589e+08 535
489.322 3.27914e+09 1.4905e+08 3.51583e+09 1.65337e+09 2.30771e+09 1.07382e+09 6.29214e+07 8.74274e+08 9.17399e+08 4.1701e+08 131
605.568 4.19681e+09 2.83652e+08 4.22994e+09 1.97164e+09 2.78425e+09 8.93634e+08 8.30595e+07 7.90825e+08 4.62668e+08 3.33561e+08 37
761.593 3.93914e+09 6.56589e+08 4.54011e+09 1.40744e+09 3.3021e+09 1.10943e+09 1.79222e+08 1.0093e+09 7.82377e+08 4.68687e+08 9
969.238 2.79048e+09 2.24988e+09 5.04036e+09 0 4.49975e+09 4.78866e+08 6.17431e+07 5.40609e+08 0 1.23486e+08 2
1131.47 1.29157e+09 1.29157e+09 1.29157e+09 0 0 8.32459e+08 8.32459e+08 8.32459e+08 0 0 1
