#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
44.5554 0.00983612 4.36987e-05 1.3308e+07 51853 0 0 0 0.477511 6.0617e-05 0.478774 0.124579 0.133258 0.762475 4.06317e-05 0.771261 0.0768842 0.0940015 0.95188 1.48014e-05 0.959279 0.0201294 0.0338286 5100286
62.1911 0.0351919 0.000150279 5.58291e+07 208790 0 0 0 0.402039 9.61134e-05 0.40638 0.107174 0.127903 0.726296 6.18192e-05 0.730741 0.0678349 0.0774674 0.938489 2.87017e-05 0.945019 0.0237105 0.0353673 1503443
78.6143 0.0870747 0.000325315 1.83395e+08 579263 0 3.62615e+08 0 0.405716 0.000121949 0.408059 0.0936846 0.10595 0.699756 8.69325e-05 0.70287 0.0687342 0.0760401 0.921417 5.61715e-05 0.931526 0.0285959 0.0425429 751137
98.7063 0.176925 0.000603105 4.643e+08 1.31148e+06 0 1.05478e+09 0 0.418152 0.000153721 0.41681 0.0869782 0.0886682 0.670191 0.000125496 0.67134 0.07434 0.0773744 0.886543 0.000114132 0.90537 0.0412302 0.081488 400355
124.13 0.294094 0.0010247 9.28466e+08 2.67289e+06 5.69512e+08 1.34604e+09 5.69512e+08 0.424553 0.000199585 0.422354 0.0789373 0.0788326 0.620746 0.000185793 0.615808 0.0826868 0.0733387 0.820074 0.000224329 0.841972 0.0746299 0.13165 197716
156.442 0.43175 0.00158743 1.59557e+09 5.10312e+06 1.05835e+09 1.98135e+09 7.27744e+08 0.399588 0.000257176 0.396423 0.0719826 0.0693024 0.551426 0.000287397 0.539363 0.0935684 0.0697169 0.739902 0.000413216 0.747332 0.132992 0.151859 97362
197.011 0.56924 0.00221872 2.46496e+09 9.27073e+06 1.84551e+09 2.78071e+09 1.24027e+09 0.356993 0.000340448 0.352708 0.0692785 0.065076 0.489232 0.000466345 0.467772 0.11113 0.0680766 0.674807 0.000712557 0.666849 0.193451 0.168664 49812
247.948 0.696742 0.00292065 3.62001e+09 1.68146e+07 2.97316e+09 3.67087e+09 2.03142e+09 0.316712 0.000469301 0.312316 0.0683978 0.0645548 0.450072 0.000822778 0.415539 0.149532 0.0726437 0.640289 0.00117634 0.62959 0.232079 0.199092 24771
311.953 0.802865 0.00362013 5.10998e+09 2.93437e+07 4.87415e+09 4.06757e+09 3.47766e+09 0.286433 0.000654747 0.280486 0.068644 0.0607758 0.440279 0.0014305 0.394567 0.204766 0.0920226 0.644675 0.00186512 0.648106 0.235337 0.248824 12078
392.703 0.864712 0.00447913 6.72209e+09 4.62647e+07 7.30965e+09 3.31318e+09 5.02175e+09 0.266058 0.000957512 0.25681 0.069549 0.0570945 0.462273 0.00238405 0.424697 0.235898 0.144716 0.680053 0.00273996 0.705592 0.204614 0.276811 5832
493.217 0.916917 0.00535256 8.22326e+09 6.78645e+07 9.64866e+09 1.80785e+09 6.00463e+09 0.256286 0.00144476 0.243479 0.0712672 0.0520803 0.497563 0.00348981 0.495897 0.183285 0.203098 0.733906 0.00378439 0.773516 0.157031 0.246719 2660
619.404 0.925798 0.00770214 9.1475e+09 9.81451e+07 1.06228e+10 1.15847e+09 5.62443e+09 0.257829 0.00263512 0.236884 0.091857 0.0510328 0.553477 0.00500132 0.56165 0.164673 0.192379 0.778302 0.00506969 0.818005 0.131738 0.201297 1159
778.868 0.932462 0.0117262 9.9843e+09 1.45775e+08 1.13226e+10 8.28241e+08 3.9301e+09 0.265207 0.00405535 0.242336 0.127421 0.0555157 0.593259 0.0075021 0.59415 0.158971 0.149431 0.820156 0.00747422 0.863599 0.0961764 0.18057 459
973.396 0.954839 0.0167335 9.89204e+09 2.65055e+08 1.14339e+10 7.1696e+08 4.37344e+09 0.288265 0.00734831 0.264991 0.131414 0.0685407 0.633749 0.0112263 0.643693 0.136253 0.138879 0.856577 0.0103016 0.891409 0.0777309 0.14095 155
1214.97 0.902439 0.0469156 9.97537e+09 5.84032e+08 1.18445e+10 4.82917e+08 6.11824e+09 0.330917 0.0173688 0.329158 0.127559 0.149306 0.666302 0.0195063 0.639776 0.15512 0.0728492 0.893299 0.0127246 0.903074 0.0621536 0.0922192 41
1622.9 1 0 6.40393e+09 5.68697e+09 1.20909e+10 0 1.13739e+10 0.464386 0.022603 0.486989 0 0.0452061 0.779726 0.0262372 0.805963 0 0.0524745 0.949207 0.0128447 0.962052 0 0.0256894 2
