#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.668185 (z=0.496592)
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final a=0.668185 (z=0.496592) stellar mass
#vmpeak range: 2.78333 - 2.95
#HM    Stats: 7.869120e+13 (median) + 4.274980e+13  / - 1.876470e+13
#SM    Stats: 2.495620e+11 (median) + 1.495010e+11  / - 1.092170e+11
#ObsSM Stats: 2.487120e+11 (median) + 1.579570e+11  / - 1.155610e+11
#VMP   Stats: 6.862400e+02 (median) + 9.470001e+01  / - 5.976001e+01
#ICL   Stats: 7.288710e+10 (median) + 7.634090e+10  / - 4.875210e+10
#SSFR  Stats: 1.953656e-12 (median) + 3.959822e-12  / - 1.172392e-12
sfh 0.055623 0 0 0 #avg: 5.10683e-19; avg_err: 2.71098e-19; sd: 7.88984e-18; counts: 848
sfh 0.060123 0 0 0 #avg: 2.37937e-14; avg_err: 3.08452e-15; sd: 8.97697e-14; counts: 848
sfh 0.062373 0 1.51979e-13 0 #avg: 1.29868e-13; avg_err: 1.39506e-14; sd: 4.06009e-13; counts: 848
sfh 0.064623 0 8.27175e-13 0 #avg: 4.03401e-13; avg_err: 3.22051e-14; sd: 9.37273e-13; counts: 848
sfh 0.066873 9.3059e-14 1.7515e-12 9.3059e-14 #avg: 9.1898e-13; avg_err: 6.44729e-14; sd: 1.87637e-12; counts: 848
sfh 0.069123 4.42183e-13 3.45548e-12 4.42183e-13 #avg: 1.93258e-12; avg_err: 1.22271e-13; sd: 3.55849e-12; counts: 848
sfh 0.071373 1.01509e-12 5.11373e-12 1.00713e-12 #avg: 3.19904e-12; avg_err: 2.02358e-13; sd: 5.88927e-12; counts: 848
sfh 0.073623 1.87516e-12 6.91335e-12 1.75426e-12 #avg: 4.52678e-12; avg_err: 2.30909e-13; sd: 6.72021e-12; counts: 848
sfh 0.075873 3.04555e-12 8.96081e-12 2.66572e-12 #avg: 6.28797e-12; avg_err: 3.12963e-13; sd: 9.10825e-12; counts: 848
sfh 0.078123 4.27819e-12 1.07498e-11 3.45226e-12 #avg: 8.67452e-12; avg_err: 4.50805e-13; sd: 1.31199e-11; counts: 848
sfh 0.080373 5.64729e-12 1.22612e-11 4.30095e-12 #avg: 1.07396e-11; avg_err: 5.26272e-13; sd: 1.53162e-11; counts: 848
sfh 0.082623 6.92793e-12 1.3485e-11 5.04307e-12 #avg: 1.23952e-11; avg_err: 6.06379e-13; sd: 1.76476e-11; counts: 848
sfh 0.085998 1.018e-11 1.9271e-11 6.75204e-12 #avg: 1.8228e-11; avg_err: 8.78804e-13; sd: 2.55761e-11; counts: 848
sfh 0.089373 1.32286e-11 2.53809e-11 8.12344e-12 #avg: 2.28833e-11; avg_err: 1.01931e-12; sd: 2.96652e-11; counts: 848
sfh 0.092748 1.71812e-11 3.20472e-11 1.03479e-11 #avg: 2.84274e-11; avg_err: 1.2194e-12; sd: 3.54884e-11; counts: 848
sfh 0.096123 2.06366e-11 3.70715e-11 1.14168e-11 #avg: 3.60311e-11; avg_err: 1.64194e-12; sd: 4.77857e-11; counts: 848
sfh 0.099498 2.65065e-11 4.77044e-11 1.40406e-11 #avg: 4.43915e-11; avg_err: 2.05725e-12; sd: 5.98728e-11; counts: 848
sfh 0.102873 3.35466e-11 5.95317e-11 1.89594e-11 #avg: 5.37386e-11; avg_err: 2.11074e-12; sd: 6.14294e-11; counts: 848
sfh 0.106248 3.90896e-11 6.31221e-11 2.22336e-11 #avg: 6.37699e-11; avg_err: 2.72226e-12; sd: 7.92267e-11; counts: 848
sfh 0.109623 4.90709e-11 7.3776e-11 2.74521e-11 #avg: 7.62838e-11; avg_err: 3.40351e-12; sd: 9.90532e-11; counts: 848
sfh 0.112998 5.54385e-11 8.57167e-11 3.03425e-11 #avg: 9.18526e-11; avg_err: 4.48267e-12; sd: 1.3046e-10; counts: 848
sfh 0.116373 6.43367e-11 9.80272e-11 3.65554e-11 #avg: 1.04934e-10; avg_err: 4.63854e-12; sd: 1.34997e-10; counts: 848
sfh 0.119748 7.31554e-11 1.10625e-10 4.1332e-11 #avg: 1.1917e-10; avg_err: 5.28571e-12; sd: 1.53831e-10; counts: 848
sfh 0.123123 8.31925e-11 1.31707e-10 4.68137e-11 #avg: 1.36807e-10; avg_err: 6.48193e-12; sd: 1.88645e-10; counts: 848
sfh 0.126498 9.46195e-11 1.52134e-10 5.49193e-11 #avg: 1.56203e-10; avg_err: 6.78063e-12; sd: 1.97338e-10; counts: 848
sfh 0.129873 1.0411e-10 1.7838e-10 5.83106e-11 #avg: 1.73937e-10; avg_err: 7.53297e-12; sd: 2.19234e-10; counts: 848
sfh 0.133248 1.19018e-10 1.88504e-10 6.81991e-11 #avg: 1.95714e-10; avg_err: 8.23941e-12; sd: 2.39794e-10; counts: 848
sfh 0.136623 1.29248e-10 2.40745e-10 7.3872e-11 #avg: 2.13616e-10; avg_err: 8.39584e-12; sd: 2.44346e-10; counts: 848
sfh 0.141685 1.47611e-10 2.84954e-10 8.70693e-11 #avg: 2.51874e-10; avg_err: 1.01402e-11; sd: 2.95114e-10; counts: 848
sfh 0.146748 1.75348e-10 3.18293e-10 1.06667e-10 #avg: 2.90958e-10; avg_err: 1.25983e-11; sd: 3.66652e-10; counts: 848
sfh 0.15181 1.9685e-10 3.50762e-10 1.18229e-10 #avg: 3.23462e-10; avg_err: 1.31689e-11; sd: 3.83258e-10; counts: 848
sfh 0.156873 2.20553e-10 3.77296e-10 1.34437e-10 #avg: 3.55654e-10; avg_err: 1.41063e-11; sd: 4.10538e-10; counts: 848
sfh 0.161935 2.49655e-10 4.15065e-10 1.50406e-10 #avg: 4.04799e-10; avg_err: 1.90626e-11; sd: 5.54783e-10; counts: 848
sfh 0.166998 2.74687e-10 4.40778e-10 1.62443e-10 #avg: 4.20236e-10; avg_err: 1.50991e-11; sd: 4.39434e-10; counts: 848
sfh 0.17206 3.18331e-10 4.6744e-10 1.91899e-10 #avg: 4.55606e-10; avg_err: 1.54187e-11; sd: 4.48734e-10; counts: 848
sfh 0.177123 3.47049e-10 4.70186e-10 2.13944e-10 #avg: 4.79807e-10; avg_err: 1.55409e-11; sd: 4.5229e-10; counts: 848
sfh 0.182185 3.66203e-10 4.95283e-10 2.17478e-10 #avg: 5.11707e-10; avg_err: 1.54926e-11; sd: 4.50884e-10; counts: 848
sfh 0.187248 4.03187e-10 5.35042e-10 2.42928e-10 #avg: 5.46621e-10; avg_err: 1.68216e-11; sd: 4.89563e-10; counts: 848
sfh 0.19231 4.3423e-10 5.5658e-10 2.62628e-10 #avg: 5.73282e-10; avg_err: 1.65898e-11; sd: 4.82816e-10; counts: 848
sfh 0.197373 4.63928e-10 5.35581e-10 2.77908e-10 #avg: 5.98078e-10; avg_err: 1.70528e-11; sd: 4.96291e-10; counts: 848
sfh 0.202435 4.95021e-10 5.19871e-10 2.96031e-10 #avg: 6.13458e-10; avg_err: 1.67148e-11; sd: 4.86455e-10; counts: 848
sfh 0.207498 5.10645e-10 5.03019e-10 2.88774e-10 #avg: 6.17092e-10; avg_err: 1.60887e-11; sd: 4.68232e-10; counts: 848
sfh 0.21256 5.07632e-10 5.72977e-10 2.79488e-10 #avg: 6.42054e-10; avg_err: 1.68892e-11; sd: 4.9153e-10; counts: 848
sfh 0.217623 5.31339e-10 5.88384e-10 3.02754e-10 #avg: 6.58229e-10; avg_err: 1.77645e-11; sd: 5.17006e-10; counts: 848
sfh 0.222685 5.0975e-10 5.34762e-10 2.74004e-10 #avg: 6.38492e-10; avg_err: 1.65052e-11; sd: 4.80356e-10; counts: 848
sfh 0.227748 5.24736e-10 5.58172e-10 2.89175e-10 #avg: 6.42904e-10; avg_err: 1.60368e-11; sd: 4.66722e-10; counts: 848
sfh 0.23281 5.49191e-10 4.82626e-10 3.19198e-10 #avg: 6.49232e-10; avg_err: 1.644e-11; sd: 4.78457e-10; counts: 848
sfh 0.237873 5.48653e-10 4.81386e-10 3.13257e-10 #avg: 6.48198e-10; avg_err: 1.60755e-11; sd: 4.67848e-10; counts: 848
sfh 0.242935 5.45506e-10 5.51121e-10 3.23568e-10 #avg: 6.61627e-10; avg_err: 1.72653e-11; sd: 5.02478e-10; counts: 848
sfh 0.247998 5.4336e-10 5.63767e-10 3.24785e-10 #avg: 6.42045e-10; avg_err: 1.62346e-11; sd: 4.72481e-10; counts: 848
sfh 0.25306 5.05292e-10 5.04029e-10 3.06995e-10 #avg: 6.08361e-10; avg_err: 1.53602e-11; sd: 4.47033e-10; counts: 848
sfh 0.258123 4.64325e-10 4.67003e-10 2.73733e-10 #avg: 5.64483e-10; avg_err: 1.40139e-11; sd: 4.0785e-10; counts: 848
sfh 0.263185 4.6384e-10 5.13965e-10 2.73266e-10 #avg: 5.72306e-10; avg_err: 1.42352e-11; sd: 4.1429e-10; counts: 848
sfh 0.268248 4.61269e-10 4.74604e-10 2.86052e-10 #avg: 5.56563e-10; avg_err: 1.39947e-11; sd: 4.07293e-10; counts: 848
sfh 0.27331 4.36372e-10 5.00262e-10 2.55815e-10 #avg: 5.52786e-10; avg_err: 1.42064e-11; sd: 4.13452e-10; counts: 848
sfh 0.278373 4.22089e-10 4.51569e-10 2.68851e-10 #avg: 5.18408e-10; avg_err: 1.3443e-11; sd: 3.91234e-10; counts: 848
sfh 0.283435 4.08174e-10 4.70368e-10 2.56694e-10 #avg: 5.02786e-10; avg_err: 1.29877e-11; sd: 3.77985e-10; counts: 848
sfh 0.288498 3.93699e-10 4.289e-10 2.48528e-10 #avg: 4.8527e-10; avg_err: 1.29479e-11; sd: 3.76826e-10; counts: 848
sfh 0.29356 3.8112e-10 3.83589e-10 2.36196e-10 #avg: 4.59877e-10; avg_err: 1.1886e-11; sd: 3.45922e-10; counts: 848
sfh 0.298623 3.70106e-10 3.43203e-10 2.40887e-10 #avg: 4.29876e-10; avg_err: 1.1339e-11; sd: 3.30001e-10; counts: 848
sfh 0.303685 3.55669e-10 3.64842e-10 2.36026e-10 #avg: 4.22569e-10; avg_err: 1.09009e-11; sd: 3.17253e-10; counts: 848
sfh 0.308748 3.28412e-10 3.43158e-10 2.19073e-10 #avg: 3.92697e-10; avg_err: 1.02434e-11; sd: 2.98116e-10; counts: 848
sfh 0.31381 3.14858e-10 3.28563e-10 2.02689e-10 #avg: 3.85859e-10; avg_err: 1.05843e-11; sd: 3.08036e-10; counts: 848
sfh 0.318873 3.14991e-10 3.07636e-10 2.0663e-10 #avg: 3.81193e-10; avg_err: 1.04131e-11; sd: 3.03055e-10; counts: 848
sfh 0.323935 2.99876e-10 3.28157e-10 2.00641e-10 #avg: 3.67526e-10; avg_err: 1.04203e-11; sd: 3.03266e-10; counts: 848
