#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.5539e+07 0 0 0 0 0 0 0 0.131466 3.53033e-05 0.130217 0.0233769 0.0205474 0.16317 3.20765e-05 0.164928 0.0183962 0.0216558 0.190314 1.71932e-05 0.193334 0.00559631 0.0118444 355863
1.56447e+08 9.40026e-06 9.40026e-06 3200.8 3200.8 0 0 0 0.131419 6.49005e-05 0.130562 0.0230665 0.0210629 0.165358 5.58162e-05 0.167267 0.0170301 0.0208115 0.191548 2.78578e-05 0.19426 0.00496592 0.0104989 106380
2.48005e+08 0 0 0 0 0 0 0 0.1321 7.7135e-05 0.131468 0.0226841 0.0212878 0.166497 6.46627e-05 0.168463 0.016434 0.0203026 0.19212 3.14459e-05 0.194758 0.00460596 0.0100417 75273
3.92885e+08 3.76492e-05 2.66217e-05 0 0 0 0 0 0.133511 9.16153e-05 0.13311 0.0224874 0.0212207 0.16777 7.51341e-05 0.169763 0.0159602 0.0198121 0.192676 3.57381e-05 0.195203 0.00431855 0.00947203 53122
6.21994e+08 0 0 0 0 0 0 0 0.134724 0.000108186 0.134364 0.022514 0.0209408 0.16909 8.72224e-05 0.171257 0.0151807 0.0195931 0.193335 3.97058e-05 0.195666 0.00397089 0.00881422 37276
9.8642e+08 3.90351e-05 3.90351e-05 0 0 0 0 0 0.136197 0.000128919 0.135987 0.0217874 0.0207505 0.170358 0.000101391 0.172529 0.0146076 0.0187985 0.193822 4.57787e-05 0.196103 0.00364557 0.00835472 25618
1.56093e+09 0.000285943 0.000127863 0 0 0 0 0 0.137934 0.000155279 0.137691 0.0217795 0.0209199 0.171588 0.000120563 0.17385 0.0141098 0.0187511 0.194252 5.31382e-05 0.196397 0.0035108 0.00789756 17486
2.47598e+09 0.00033653 0.000168244 0 0 0 0 0 0.139626 0.000185888 0.139501 0.0215786 0.0209222 0.172967 0.000139891 0.175209 0.0132852 0.0179055 0.194732 5.9938e-05 0.196724 0.00328396 0.00725506 11886
3.932e+09 0.000503715 0.00025181 0 0 0 0 0 0.141403 0.000226336 0.141694 0.020949 0.0210309 0.174368 0.000164648 0.176748 0.0124706 0.0177432 0.195156 7.11347e-05 0.197122 0.00297779 0.00691923 7941
6.21037e+09 0.00152584 0.000539107 0 0 0 0 0 0.143541 0.000271237 0.14365 0.0203925 0.0201685 0.175465 0.000195948 0.177781 0.011751 0.0166953 0.195496 8.16722e-05 0.197348 0.00283615 0.00658907 5243
9.82203e+09 0.00180941 0.000738131 127673 127673 0 0 0 0.144552 0.000338682 0.145264 0.0196248 0.0212931 0.176388 0.000243249 0.179073 0.0108745 0.0171935 0.195801 9.97571e-05 0.197678 0.00259262 0.00644344 3316
1.55381e+10 0.00286533 0.00116837 252129 252129 0 0 0 0.14637 0.000413699 0.147007 0.0188793 0.0204712 0.177035 0.000293008 0.179398 0.0106525 0.0158484 0.195841 0.00012611 0.197586 0.00277846 0.00623675 2094
2.46108e+10 0.00638978 0.0022528 542062 542062 0 0 0 0.149097 0.000533236 0.149538 0.0196341 0.0199367 0.178502 0.000365119 0.181252 0.00955947 0.0155566 0.196371 0.000154472 0.198062 0.00227079 0.0058258 1252
3.92274e+10 0.0151307 0.00453054 582343 582343 0 0 0 0.149308 0.000694449 0.149556 0.0202685 0.0197359 0.178228 0.000465096 0.180357 0.0102878 0.0140035 0.196149 0.000218337 0.198052 0.00220174 0.00590411 727
6.20169e+10 0.0125628 0.00558989 1.06373e+06 1.06373e+06 0 0 0 0.149652 0.000914368 0.149867 0.0198042 0.0187571 0.17684 0.000661297 0.180124 0.00962366 0.0173371 0.195307 0.000324762 0.197338 0.00264451 0.00608909 398
9.47478e+10 0.0133333 0.0093964 0 0 0 0 0 0.152238 0.00135691 0.152045 0.0180414 0.0175707 0.178021 0.000920011 0.18004 0.00899531 0.013823 0.195219 0.000382415 0.196431 0.00316834 0.00571306 150
1.49273e+11 0.0294118 0.0294118 0 0 0 0 0 0.15649 0.00254798 0.159021 0.0097477 0.018806 0.177695 0.00163063 0.179711 0.00744104 0.00967924 0.194512 0.0007663 0.196237 0.00258547 0.00650054 34
2.0949e+11 0 0 0 0 0 0 0 0.162723 0.000298016 0.163021 0 0.000596032 0.17654 0.00793424 0.184474 0 0.0158685 0.187429 0.0128579 0.200287 0 0.0257159 2
