#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.33371e+07 4.90494e+08 7.7687e+06 4.02633e+08 3.01744e+08 8.36737e+07 9.18274e+08 1.5836e+07 7.73094e+08 6.35825e+08 2.42217e+08 716
1.60873e+08 4.85324e+08 7.94535e+06 4.02633e+08 2.38863e+08 8.36737e+07 9.50985e+08 1.83062e+07 8.53413e+08 5.55505e+08 3.22537e+08 607
2.50693e+08 5.11703e+08 8.79456e+06 4.03668e+08 3.12692e+08 8.56871e+07 9.49016e+08 1.69009e+07 8.53413e+08 5.55505e+08 3.22537e+08 736
4.01022e+08 5.41388e+08 8.23118e+06 4.72215e+08 3.05938e+08 1.52311e+08 9.61966e+08 1.51572e+07 8.53413e+08 6.33798e+08 3.22537e+08 938
6.31834e+08 5.68959e+08 8.81326e+06 4.76928e+08 3.5925e+08 1.57024e+08 9.68808e+08 1.43848e+07 8.53413e+08 5.55505e+08 3.22537e+08 1009
1.00223e+09 5.82378e+08 9.0105e+06 4.81181e+08 3.79564e+08 1.60366e+08 1.02215e+09 1.61859e+07 8.53413e+08 7.89499e+08 3.22537e+08 1056
1.59543e+09 6.22216e+08 9.81779e+06 5.30876e+08 4.06275e+08 2.10061e+08 1.02493e+09 1.54227e+07 8.72654e+08 6.92559e+08 3.41777e+08 1132
2.4953e+09 6.42604e+08 9.7593e+06 5.49915e+08 4.46939e+08 2.27378e+08 1.0601e+09 1.63989e+07 9.3351e+08 7.09403e+08 4.02633e+08 1128
3.98806e+09 6.90667e+08 1.09291e+07 5.63628e+08 4.60653e+08 2.0999e+08 1.07753e+09 1.58697e+07 9.3351e+08 7.09403e+08 4.02633e+08 1247
6.34718e+09 7.05789e+08 1.14097e+07 5.88944e+08 5.08168e+08 2.65596e+08 1.07249e+09 1.58695e+07 9.3351e+08 7.09403e+08 4.02633e+08 1222
9.98159e+09 7.68438e+08 1.27842e+07 6.25002e+08 5.99059e+08 2.66742e+08 1.08789e+09 1.58759e+07 9.3351e+08 7.86793e+08 4.02633e+08 1309
1.57352e+10 7.74699e+08 1.30729e+07 6.31703e+08 5.61464e+08 2.60394e+08 1.13025e+09 1.6144e+07 1.01337e+09 7.06929e+08 4.59672e+08 1287
2.50183e+10 8.06736e+08 1.44664e+07 6.49057e+08 6.0891e+08 2.70568e+08 1.22799e+09 1.87357e+07 1.093e+09 7.81121e+08 4.81181e+08 1205
3.94211e+10 8.27651e+08 1.6815e+07 6.71397e+08 6.58944e+08 2.91135e+08 1.2864e+09 2.20315e+07 1.17237e+09 8.54215e+08 5.60556e+08 933
6.16651e+10 8.47985e+08 2.34372e+07 6.92559e+08 6.37783e+08 3.08884e+08 1.35871e+09 3.23016e+07 1.17237e+09 1.00526e+09 5.60556e+08 540
9.61152e+10 8.58813e+08 3.5162e+07 6.99035e+08 6.48594e+08 3.15361e+08 1.39394e+09 5.26203e+07 1.17237e+09 1.22902e+09 5.60556e+08 245
1.47306e+11 9.33937e+08 7.86948e+07 7.99465e+08 6.09453e+08 3.4972e+08 1.33973e+09 1.07578e+08 1.093e+09 9.3359e+08 4.00439e+08 49
2.27468e+11 7.85982e+08 1.24264e+08 6.27711e+08 4.80775e+08 1.77965e+08 1.02642e+09 2.47532e+08 7.73094e+08 7.92119e+08 2.91913e+08 9
