#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.87494e+07 0.00346649 0.00350522 0.000131476 0 0 0 0.00169523 2.54532e-05 0 0 0 206549
1.57129e+08 0.00736257 0.00742322 0.000301403 0 0 0 0.00291863 5.2791e-05 0 0 0 82444
2.48748e+08 0.0114494 0.0115427 0.000424729 0 0 0 0.00451154 7.801e-05 0 0 0 64283
3.94146e+08 0.0186641 0.0190222 0.000620935 0 0 0 0.00687446 0.000113055 0 0 0 50257
6.24655e+08 0.026512 0.026932 0.000842602 0 0 0 0.00979644 0.00016052 0 0.0145754 0 38096
9.88113e+08 0.036936 0.0376355 0.0011471 0 0 0 0.0131995 0.000219156 0 0.0159837 0 28590
1.56682e+09 0.0524414 0.0541091 0.00158924 0 0 0 0.0181458 0.000313259 0 0.0310321 0 21586
2.48233e+09 0.0702848 0.0719671 0.00209079 0 0 0 0.0241177 0.000430329 0 0.0467205 0 16049
3.95243e+09 0.0995927 0.102787 0.00280648 0 0 0 0.032294 0.000577273 0 0.0726674 0 12521
6.24962e+09 0.12679 0.13343 0.00365736 0 0 0 0.0418419 0.000769988 0 0.0944809 0 9638
9.93624e+09 0.169185 0.178742 0.00463641 0 1 0 0.0540115 0.000994465 0.0140793 0.112012 0.0140793 7743
1.56707e+10 0.202867 0.215625 0.00554634 0 1 0 0.0656805 0.00123138 0.0154646 0.135911 0.0154646 6349
2.48709e+10 0.243287 0.264284 0.00691567 0 1 0 0.0794147 0.00153804 0.0300492 0.147161 0.0300492 4953
3.91151e+10 0.268545 0.291547 0.00855166 0 1 0 0.0873021 0.00189713 0.0435237 0.144842 0.0435237 3478
6.13607e+10 0.266078 0.296024 0.0115629 0 1 0 0.0986425 0.00267897 0.0537861 0.161175 0.0537861 2037
9.61439e+10 0.294826 0.327316 0.0186137 0 1 0 0.104189 0.00441729 0.057919 0.15623 0.057919 831
1.49264e+11 0.242574 0.247525 0.0312395 0 1 0 0.108507 0.00935181 0.0442907 0.207232 0.0442907 202
2.22501e+11 0.473684 0.473684 0.117688 0 1 0 0.106998 0.0248175 0.0838178 0.0775976 0.0838178 19
3.51645e+11 0 0 0 0 0 0 0.00632458 0.00632458 0.0126492 0 0.0126492 2
