#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.23972e+07 9.0757e+08 6.62172e+07 7.1696e+08 6.79528e+08 2.67414e+08 1.36862e+09 1.15558e+08 9.41735e+08 1.26673e+09 3.80897e+08 108
1.62217e+08 9.29169e+08 6.7799e+07 7.1696e+08 7.94287e+08 2.44201e+08 1.62856e+09 1.45449e+08 1.16825e+09 1.39422e+09 5.63017e+08 68
2.49838e+08 1.06451e+09 6.85306e+07 8.41292e+08 1.01673e+09 3.91746e+08 1.7028e+09 1.39961e+08 1.25278e+09 1.90712e+09 6.47551e+08 105
4.00476e+08 9.28441e+08 5.56403e+07 7.1696e+08 7.34839e+08 3.60687e+08 1.86077e+09 1.27773e+08 1.16825e+09 2.47578e+09 4.73485e+08 135
6.32659e+08 1.1207e+09 7.41673e+07 8.29125e+08 1.00532e+09 3.69268e+08 1.70561e+09 1.06434e+08 1.28215e+09 1.75756e+09 6.94121e+08 138
9.9458e+08 1.18227e+09 7.48884e+07 8.29125e+08 1.26213e+09 3.72642e+08 2.08935e+09 1.33172e+08 1.59731e+09 2.16854e+09 9.92076e+08 162
1.58665e+09 1.35403e+09 1.05133e+08 9.41735e+08 1.00841e+09 4.47792e+08 2.01719e+09 1.52564e+08 1.38931e+09 2.20154e+09 8.26292e+08 135
2.47671e+09 1.15411e+09 7.14402e+07 8.48257e+08 1.10189e+09 3.9179e+08 2.02795e+09 1.30809e+08 1.64866e+09 1.87386e+09 1.15471e+09 152
4.02728e+09 1.40081e+09 7.94584e+07 1.05478e+09 1.15369e+09 4.57346e+08 2.02991e+09 1.22774e+08 1.74201e+09 1.65932e+09 1.13677e+09 162
6.29501e+09 1.16269e+09 6.78754e+07 8.29125e+08 1.04233e+09 4.12617e+08 1.99858e+09 1.20364e+08 1.50769e+09 2.13634e+09 8.23004e+08 192
1.00775e+10 1.42164e+09 7.82158e+07 1.05478e+09 1.31458e+09 5.60837e+08 2.294e+09 1.277e+08 1.85802e+09 2.29917e+09 1.17333e+09 193
1.59587e+10 1.603e+09 8.60381e+07 1.16825e+09 1.63211e+09 6.74308e+08 2.01399e+09 1.0658e+08 1.39649e+09 2.30913e+09 6.99267e+08 236
2.53443e+10 1.76017e+09 8.53759e+07 1.28215e+09 1.72592e+09 7.88209e+08 2.03762e+09 9.22622e+07 1.43127e+09 2.09125e+09 8.26031e+08 314
4.02273e+10 1.67048e+09 8.31901e+07 1.28215e+09 1.42014e+09 6.81188e+08 2.09839e+09 1.01681e+08 1.62642e+09 2.07948e+09 1.02119e+09 278
6.24397e+10 2.03259e+09 1.02405e+08 1.41546e+09 2.4477e+09 8.10223e+08 1.93737e+09 9.95711e+07 1.39649e+09 2.00484e+09 7.92168e+08 269
9.78258e+10 2.07445e+09 1.31293e+08 1.38435e+09 2.3815e+09 6.99664e+08 1.79903e+09 1.06658e+08 1.39649e+09 1.57629e+09 7.06719e+08 178
1.53026e+11 2.67002e+09 1.92489e+08 2.09125e+09 2.7829e+09 1.26213e+09 1.58998e+09 1.52339e+08 9.82191e+08 1.71381e+09 4.88249e+08 96
2.45783e+11 2.22973e+09 2.38978e+08 2.32608e+09 1.31794e+09 1.62886e+09 1.47225e+09 1.53318e+08 1.23013e+09 1.1634e+09 6.30904e+08 40
3.84111e+11 2.81215e+09 4.2717e+08 3.12367e+09 8.86691e+08 2.06889e+09 1.28488e+09 2.59154e+08 9.88039e+08 8.94619e+08 3.80523e+08 13
5.21778e+11 4.25596e+09 4.25596e+09 4.25596e+09 0 0 4.94123e+08 4.94123e+08 4.94123e+08 0 0 1
8.97846e+11 3.66219e+09 3.66219e+09 3.66219e+09 0 0 7.1696e+08 7.1696e+08 7.1696e+08 0 0 1
