#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.31613e+07 1 0 2.52279e+07 8.0236e+06 0 0 0 0.172564 0.00230653 0.171456 0.0366903 0.031447 0.242432 0.00219973 0.24509 0.0328201 0.035548 0.295722 0.00113625 0.298107 0.0110017 0.0169632 206
1.61373e+08 1 0 2.91419e+07 9.33656e+06 0 0 0 0.167901 0.00243216 0.163346 0.0433188 0.0282535 0.244609 0.0022825 0.248892 0.0268329 0.0385886 0.297102 0.00120643 0.300101 0.00983626 0.0174816 199
2.52055e+08 0.9967 0.00330033 4.30233e+07 8.12523e+06 0 0 0 0.173599 0.00195238 0.170547 0.0387247 0.0285744 0.249607 0.00177317 0.254547 0.0260489 0.040138 0.300138 0.000812676 0.301569 0.0125409 0.015451 303
4.00688e+08 1 0 3.83048e+07 6.34823e+06 0 0 0 0.175909 0.0015796 0.17446 0.0357768 0.032123 0.249653 0.00137953 0.253946 0.0264712 0.0359534 0.300729 0.000647966 0.302846 0.0101271 0.0148317 444
6.40893e+08 1 0 5.62457e+07 6.73131e+06 0 0 0 0.178036 0.00141183 0.174986 0.0374447 0.0293997 0.251429 0.00123348 0.254689 0.0283028 0.0341315 0.300443 0.000609037 0.302956 0.0124483 0.0166022 606
1.0019e+09 0.998926 0.00107411 7.06781e+07 6.33992e+06 0 0 0 0.179549 0.00115103 0.176841 0.0414928 0.0338037 0.253319 0.00096966 0.2558 0.0290946 0.032439 0.301642 0.000484804 0.304013 0.0115272 0.0171464 931
1.59599e+09 0.998182 0.00128506 1.00889e+08 6.97074e+06 0 3.60165e+08 0 0.184507 0.00103352 0.180369 0.0413944 0.0285989 0.255337 0.000855197 0.25809 0.027442 0.0327004 0.300848 0.000486612 0.303893 0.0121213 0.0175846 1100
2.52601e+09 0.997794 0.00127263 1.18723e+08 6.66555e+06 0 3.60165e+08 0 0.185094 0.000942024 0.182905 0.0379027 0.033257 0.256018 0.000757593 0.257764 0.0268017 0.0291887 0.300914 0.000463408 0.304126 0.0122983 0.0193769 1360
3.97243e+09 0.999403 0.000597372 1.52554e+08 6.85115e+06 0 4.66944e+08 0 0.188089 0.000859842 0.1843 0.0404451 0.0313862 0.257177 0.000697088 0.259684 0.027183 0.0329674 0.300635 0.000462734 0.305107 0.0126275 0.0232596 1674
6.31893e+09 0.998955 0.000738685 1.87945e+08 7.0128e+06 0 5.36715e+08 0 0.19268 0.000808968 0.189964 0.0396553 0.0338213 0.259226 0.00065687 0.261558 0.0276154 0.0322484 0.300064 0.000453991 0.304175 0.0143224 0.0225522 1914
1.0062e+10 1 0 2.19208e+08 7.18107e+06 0 6.06006e+08 0 0.195174 0.000790147 0.192882 0.0401449 0.0346553 0.260246 0.000658933 0.264008 0.027022 0.035882 0.2989 0.000484722 0.303818 0.0150067 0.0242049 2081
1.58735e+10 0.998776 0.000706671 2.50657e+08 7.08674e+06 0 6.06006e+08 0 0.197803 0.000730489 0.195198 0.0405113 0.0339972 0.260714 0.000640667 0.265072 0.0277813 0.0366552 0.297332 0.000493044 0.303405 0.0162198 0.029311 2450
2.52112e+10 0.998887 0.000642452 2.84952e+08 7.12994e+06 0 6.74785e+08 0 0.198178 0.000704082 0.195753 0.0415101 0.0350662 0.25783 0.000615537 0.262316 0.0284172 0.0380289 0.29376 0.000504905 0.300563 0.0175736 0.0336309 2695
3.98211e+10 0.999653 0.0003465 3.143e+08 7.10209e+06 0 7.43049e+08 0 0.197095 0.000689226 0.195607 0.040579 0.0366665 0.254019 0.000625976 0.259491 0.0287682 0.0408266 0.289561 0.00051419 0.296786 0.0188025 0.0364568 2886
6.23625e+10 1 0 3.32812e+08 7.82672e+06 0 7.43049e+08 0 0.194175 0.000723098 0.192512 0.0390579 0.0349609 0.246974 0.000688019 0.251044 0.03135 0.0397636 0.283042 0.000600033 0.290087 0.0217787 0.0379332 2472
9.71267e+10 1 0 3.41387e+08 9.86359e+06 3.60165e+08 3.82884e+08 3.60165e+08 0.191175 0.000890735 0.18907 0.0391885 0.0335655 0.239751 0.000855666 0.242723 0.032813 0.0401131 0.276899 0.000741646 0.282198 0.0246843 0.0359679 1547
1.49922e+11 1 0 3.4005e+08 1.56663e+07 3.60165e+08 3.82884e+08 3.60165e+08 0.188776 0.00147285 0.186589 0.0389375 0.0340007 0.233388 0.00136677 0.235244 0.032205 0.0376094 0.273379 0.00115401 0.277639 0.0235706 0.0346618 552
2.2855e+11 1 0 3.28586e+08 4.8894e+07 0 8.10788e+08 0 0.193951 0.00394169 0.187142 0.0444376 0.0244328 0.23266 0.00377346 0.233633 0.0355352 0.0337827 0.270267 0.00364489 0.274578 0.0289778 0.0326324 69
3.58456e+11 1 0 2.8568e+08 1.65543e+08 5.36715e+08 6.92907e+07 5.36715e+08 0.182775 0.00372615 0.182379 0.0110604 0.00476654 0.230893 0.00510759 0.232297 0.0109746 0.013902 0.267903 0.00980279 0.283338 0.00254872 0.0362101 4
