#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.15278e+09 0.00702462 0.0074075 4.80748e-05 0 0 0 0.000888498 4.47022e-06 0 0 0 3533715
1.56692e+10 0.0104346 0.0109753 8.86854e-05 0 0 0 0.0011879 6.79504e-06 0 0 0 1525789
2.47152e+10 0.0157863 0.016723 0.000131854 0 0 0 0.00178413 1.00571e-05 0 0 0 1056929
3.91023e+10 0.0257958 0.027746 0.000209703 0 0 0 0.00287889 1.60327e-05 0 0 0 707092
6.2003e+10 0.0447428 0.0489 0.000345017 0 0 0 0.00490703 2.70502e-05 0 0 0 464969
9.83296e+10 0.0788123 0.0882659 0.000578889 0 0 0 0.00857345 4.6331e-05 0 0.00982377 0 301260
1.55869e+11 0.138778 0.16033 0.000969107 0 0 0 0.0152773 7.97257e-05 0 0.0298438 0 194455
2.46915e+11 0.234978 0.283057 0.00158084 0 1 0 0.0271792 0.000137374 0 0.060771 0 124586
3.90775e+11 0.37438 0.483298 0.00255629 0 1 0 0.0473598 0.000235652 0.018791 0.084999 0.018791 77205
6.1892e+11 0.530522 0.75142 0.00390178 1 1 1 0.0772205 0.000391484 0.048754 0.110215 0.048754 47900
9.80018e+11 0.689347 1.08915 0.0057898 1 1 1 0.119407 0.000631938 0.0942716 0.133794 0.0788285 27954
1.54859e+12 0.818409 1.45729 0.0081854 1 1 1 0.177933 0.00100207 0.159218 0.153075 0.114921 16003
2.44812e+12 0.901497 1.79258 0.0110336 2 1 1 0.247824 0.00151053 0.235756 0.166565 0.143457 9218
3.8954e+12 0.943232 2.02222 0.0151133 2 1 1 0.326383 0.00226351 0.326175 0.169965 0.173381 4950
6.12265e+12 0.946646 2.11534 0.0217416 2 1 1 0.408625 0.00325169 0.41534 0.164775 0.184525 2549
9.69157e+12 0.939702 2.06265 0.0312277 2 1 1 0.488645 0.00454748 0.500601 0.151618 0.174624 1277
1.55222e+13 0.899853 1.79529 0.042526 2 1 1 0.575841 0.0057486 0.587441 0.141891 0.164733 679
2.44109e+13 0.898361 1.68852 0.0608583 2 1 1 0.619264 0.00824454 0.634365 0.124837 0.154567 305
3.92665e+13 0.8125 1.35625 0.0774733 1 1 1 0.67304 0.00911825 0.683703 0.0869234 0.0996375 160
6.14256e+13 0.681818 1.13636 0.11219 1 1 1 0.735242 0.0102129 0.761154 0.0667245 0.142648 88
9.75428e+13 0.686275 1.03922 0.131241 1 1 1 0.736151 0.0190443 0.748777 0.102133 0.0759888 51
1.62927e+14 0.727273 0.909091 0.159939 1 0 1 0.787946 0.01199 0.787972 0.0583923 0.0572322 22
2.41226e+14 0.555556 0.666667 0.235702 1 0 1 0.760723 0.0444427 0.775309 0.1059 0.0407974 9
3.47126e+14 0.5 0.5 0.223607 1 0 1 0.843102 0.0193028 0.851394 0.0518747 0.0716519 6
6.23825e+14 0.4 0.4 0.244949 0 1 0 0.833054 0.0263679 0.845582 0.0530954 0.104415 5
