#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.35749e+07 4.90595e+08 6.12173e+06 4.01557e+08 2.94689e+08 8.25975e+07 9.31822e+08 1.33472e+07 7.73094e+08 6.35825e+08 2.42217e+08 1139
1.60843e+08 4.86234e+08 6.74189e+06 4.01557e+08 2.82726e+08 8.4589e+07 9.65399e+08 1.40697e+07 8.53413e+08 5.55505e+08 3.22537e+08 976
2.52961e+08 5.07438e+08 6.49113e+06 4.03668e+08 3.08132e+08 8.47085e+07 9.49106e+08 1.2581e+07 8.53413e+08 5.55505e+08 3.22537e+08 1253
4.00048e+08 5.33672e+08 6.1824e+06 4.7054e+08 3.04557e+08 1.51581e+08 9.71854e+08 1.17294e+07 8.53413e+08 6.33798e+08 3.22537e+08 1619
6.33909e+08 5.38756e+08 5.97473e+06 4.7054e+08 3.01412e+08 1.51581e+08 1.00452e+09 1.15942e+07 8.53413e+08 7.11799e+08 3.22537e+08 1842
1.00214e+09 5.6738e+08 6.29055e+06 4.76928e+08 3.5571e+08 1.57024e+08 1.01162e+09 1.08169e+07 8.53413e+08 7.11799e+08 3.22537e+08 2134
1.59209e+09 5.95558e+08 6.35155e+06 4.82497e+08 3.92897e+08 1.61682e+08 1.03362e+09 1.07609e+07 9.3351e+08 6.31703e+08 4.02633e+08 2348
2.51664e+09 6.17111e+08 6.30344e+06 5.27272e+08 4.06237e+08 2.06457e+08 1.05133e+09 1.04159e+07 9.3351e+08 6.31703e+08 4.02633e+08 2570
4.0068e+09 6.48367e+08 6.50248e+06 5.4793e+08 4.26236e+08 2.25394e+08 1.07553e+09 1.007e+07 9.3351e+08 7.09403e+08 4.02633e+08 2951
6.37841e+09 6.7913e+08 6.7596e+06 5.60556e+08 4.5646e+08 2.38019e+08 1.07498e+09 9.46071e+06 9.3351e+08 7.09403e+08 4.02633e+08 3360
1.00631e+10 7.32632e+08 6.92732e+06 6.15082e+08 4.96954e+08 2.61444e+08 1.09508e+09 9.06074e+06 9.3351e+08 7.86793e+08 4.02633e+08 3959
1.59181e+10 7.80992e+08 7.13492e+06 6.33798e+08 5.6757e+08 2.57128e+08 1.13302e+09 8.56158e+06 1.01337e+09 7.06929e+08 4.73998e+08 4495
2.51006e+10 8.11151e+08 7.39305e+06 6.49057e+08 6.13245e+08 2.74253e+08 1.18066e+09 8.74012e+06 1.093e+09 7.04377e+08 4.81181e+08 4829
3.94428e+10 8.2166e+08 7.69978e+06 6.81088e+08 5.98282e+08 2.99097e+08 1.25364e+09 9.82016e+06 1.11204e+09 8.38489e+08 5.00219e+08 4361
6.20505e+10 8.34954e+08 9.2312e+06 6.87395e+08 5.8563e+08 3.0372e+08 1.32983e+09 1.22356e+07 1.17237e+09 9.29921e+08 5.60556e+08 3223
9.65304e+10 8.60932e+08 1.36879e+07 6.92559e+08 7.07357e+08 3.12296e+08 1.32727e+09 1.86039e+07 1.17237e+09 1.00526e+09 6.41496e+08 1597
1.5188e+11 9.0044e+08 2.44081e+07 7.1636e+08 7.08013e+08 3.22146e+08 1.30883e+09 3.22922e+07 1.093e+09 1.0093e+09 5.62121e+08 553
2.33772e+11 1.02385e+09 7.43001e+07 7.97101e+08 8.98432e+08 3.82993e+08 1.17881e+09 7.36051e+07 9.3351e+08 1.09308e+09 4.02633e+08 104
3.39352e+11 1.19892e+09 2.30648e+08 1.11204e+09 1.19532e+09 6.62291e+08 8.53482e+08 1.20084e+08 6.92559e+08 4.79814e+08 1.61682e+08 14
