#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.64827e+07 2.49761e-05 2.49761e-05 6.24396e-06 0 0 0 0.000134656 3.97235e-06 0 0 0 640612
1.56895e+08 6.94805e-05 6.94805e-05 1.79392e-05 0 0 0 0.00033049 1.08967e-05 0 0 0 215888
2.48584e+08 0.000187384 0.000187384 3.3652e-05 0 0 0 0.000651504 1.83917e-05 0 0 0 165436
3.94112e+08 0.000318332 0.000318332 5.03249e-05 0 0 0 0.00111197 2.73809e-05 0 0 0 125655
6.24619e+08 0.000570587 0.000570587 7.69164e-05 0 0 0 0.00191405 4.26751e-05 0 0 0 96392
9.88274e+08 0.00129954 0.00129954 0.000133244 0 0 0 0.00307036 6.49997e-05 0 0 0 73103
1.56834e+09 0.00204142 0.00204142 0.000193567 0 0 0 0.00499773 9.97937e-05 0 0 0 54374
2.48544e+09 0.00360657 0.00360657 0.000296931 0 0 0 0.00726096 0.000140004 0 0 0 40759
3.93585e+09 0.00585997 0.00585997 0.000442947 0 0 0 0.0111511 0.000216306 0 0 0 29693
6.23771e+09 0.00960449 0.00960449 0.000656479 0 0 0 0.015383 0.000297144 0 0.0247772 0 22073
9.88411e+09 0.0140284 0.0140284 0.000920527 0 0 0 0.0222524 0.000437035 0 0.0464417 0 16324
1.57011e+10 0.0249458 0.0250292 0.00143179 0 0 0 0.0313088 0.000613413 0 0.0709681 0 11986
2.48345e+10 0.0373371 0.0374466 0.00199274 0 0 0 0.0397522 0.000805214 0 0.0955612 0 9133
3.92668e+10 0.0461798 0.0464867 0.00262597 0 0 0 0.0442196 0.000996776 0 0.10621 0 6518
6.18463e+10 0.0514092 0.0514092 0.00331636 0 0 0 0.0479281 0.00121379 0 0.110862 0 4435
9.72985e+10 0.0645816 0.0645816 0.00495452 0 0 0 0.0512984 0.00171746 0 0.120777 0 2462
1.52984e+11 0.0654475 0.0654475 0.00767626 0 0 0 0.048493 0.0024955 0 0.120412 0 1039
2.40859e+11 0.0473373 0.0473373 0.0115679 0 0 0 0.0358627 0.00349075 0 0.0875952 0 338
3.80771e+11 0.0289855 0.0289855 0.0203446 0 0 0 0.02954 0.00671204 0 0.0660541 0 69
5.84863e+11 0 0 0 0 0 0 0.0198627 0.0091436 0 0.0684071 0 12
