#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.77876e+09 5.60852e+08 1.26852e+07 4.72215e+08 3.08906e+08 1.54234e+08 1.23442e+09 2.4377e+07 1.17237e+09 7.01746e+08 4.79814e+08 530
1.60805e+10 5.12577e+08 2.45587e+07 4.22929e+08 2.88871e+08 1.09206e+08 1.32143e+09 6.35793e+07 1.25149e+09 7.75097e+08 6.39673e+08 123
2.62308e+10 4.74391e+08 1.32084e+07 4.02633e+08 2.2907e+08 8.36737e+07 1.01194e+09 3.78172e+07 8.53413e+08 7.89499e+08 3.22537e+08 194
4.14496e+10 4.9708e+08 1.01291e+07 4.00439e+08 3.03938e+08 8.24583e+07 9.50102e+08 1.94832e+07 8.53413e+08 5.55505e+08 3.22537e+08 495
6.44223e+10 5.04628e+08 6.83895e+06 4.03668e+08 2.98078e+08 8.47085e+07 9.87637e+08 1.51553e+07 8.53413e+08 6.33798e+08 3.22537e+08 1036
1.01526e+11 5.35908e+08 6.33492e+06 4.67033e+08 3.08064e+08 1.47129e+08 1.01077e+09 1.2549e+07 8.53413e+08 7.11799e+08 3.22537e+08 1554
1.60206e+11 5.77472e+08 6.48645e+06 4.79814e+08 3.67482e+08 1.5991e+08 1.02652e+09 1.12098e+07 9.3351e+08 6.31703e+08 4.02633e+08 2125
2.51202e+11 6.30006e+08 7.01767e+06 5.30876e+08 4.13085e+08 2.09184e+08 1.05466e+09 1.13397e+07 9.3351e+08 7.09403e+08 4.02633e+08 2350
3.9872e+11 6.6468e+08 7.43909e+06 5.55505e+08 4.57708e+08 2.32968e+08 1.07384e+09 1.12356e+07 9.3351e+08 7.09403e+08 4.02633e+08 2399
6.2433e+11 7.29227e+08 9.2964e+06 6.12424e+08 4.96062e+08 2.4515e+08 1.07558e+09 1.26249e+07 9.3351e+08 7.09403e+08 4.02633e+08 1958
9.75154e+11 7.75097e+08 1.24067e+07 6.41496e+08 5.87522e+08 2.59505e+08 1.093e+09 1.62747e+07 9.3351e+08 7.86793e+08 4.02633e+08 1273
1.54425e+12 8.60112e+08 1.8465e+07 7.1636e+08 6.26882e+08 3.20815e+08 1.04938e+09 2.08425e+07 9.3351e+08 6.94788e+08 4.02633e+08 740
2.43551e+12 8.91372e+08 2.86173e+07 7.18525e+08 6.90394e+08 3.19246e+08 1.04106e+09 3.00874e+07 8.53413e+08 7.89499e+08 3.22537e+08 325
3.71077e+12 1.01443e+09 4.86373e+07 9.3351e+08 6.43332e+08 4.96663e+08 9.35295e+08 4.56593e+07 7.73094e+08 7.92119e+08 3.23348e+08 145
5.92846e+12 1.06726e+09 8.84943e+07 9.29921e+08 7.72536e+08 4.80176e+08 9.09984e+08 5.51383e+07 8.53413e+08 3.98077e+08 3.22537e+08 55
1.03269e+13 1.0945e+09 1.58428e+08 7.84001e+08 9.43891e+08 3.10163e+08 7.82304e+08 7.55071e+07 6.92559e+08 3.20815e+08 2.1715e+08 19
1.44668e+13 1.05442e+09 2.57593e+08 8.53413e+08 1.17239e+09 3.72233e+08 6.06965e+08 1.15741e+08 4.81181e+08 6.91192e+08 3.14352e+07 6
2.5551e+13 1.02056e+09 7.18525e+06 1.02774e+09 0 1.43705e+07 5.83198e+08 1.0936e+08 6.92559e+08 0 2.18721e+08 2
