#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
43.0379 0.0852713 0.0904393 0.0154882 0 0 0 0.0910278 0.00582165 0.0415073 0.145797 0.0326278 387
64.9938 0.00319489 0.00319489 0.00225732 0 0 0 0.0331403 0.00177982 0.0240296 0.0352414 0.0157962 626
82.3267 0.00853859 0.00853859 0.00166766 0 0 0 0.0429461 0.000856339 0.0251829 0.0517531 0.0172142 3045
101.229 0.0277985 0.0282949 0.00188034 0 0 0 0.0612328 0.000638586 0.0407659 0.0727922 0.0327005 8058
126.521 0.0703845 0.0720744 0.00243954 0 0 0 0.092192 0.000722563 0.0702369 0.0975151 0.0474837 11835
158.122 0.15439 0.159708 0.00339084 0 0 0 0.144694 0.000930688 0.126634 0.124183 0.0882874 12598
198.157 0.24463 0.259554 0.00473626 0 1 0 0.22402 0.00129381 0.210524 0.150296 0.126144 9917
248.281 0.314991 0.341901 0.00694447 0 1 0 0.324502 0.00190499 0.322701 0.155182 0.153781 5797
311.271 0.300891 0.331049 0.00984028 0 1 0 0.426607 0.00275986 0.438977 0.13767 0.173242 2918
390.81 0.25 0.261824 0.0135412 0 1 0 0.53032 0.00394447 0.548542 0.111657 0.15573 1184
490.175 0.161538 0.169231 0.0200242 0 1 0 0.59368 0.00707342 0.61247 0.116262 0.142292 390
617.208 0.0980392 0.117647 0.0376306 0 0 0 0.643783 0.0124904 0.682038 0.0841002 0.154083 102
764.464 0.217391 0.217391 0.0879391 0 1 0 0.652885 0.0327369 0.674092 0.121718 0.114125 23
891.55 0 0 0 0 0 0 0.77201 0.77201 0.77201 0 0 1
1149.47 0 0 0 0 0 0 0.722931 0.722931 0.722931 0 0 1
