#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.49069e+07 0 0 0 0 0 0 4.08559e-06 1.90221e-06 0 0 0 121735
1.559e+08 0 0 0 0 0 0 1.0491e-05 4.43549e-06 0 0 0 32043
2.47186e+08 0 0 0 0 0 0 3.37165e-05 9.98726e-06 0 0 0 21204
3.91561e+08 0 0 0 0 0 0 5.193e-05 1.40077e-05 0 0 0 13852
6.2088e+08 0 0 0 0 0 0 9.68883e-05 2.78434e-05 0 0 0 8966
9.82105e+08 0 0 0 0 0 0 0.000397661 7.20741e-05 0 0 0 5635
1.5573e+09 0 0 0 0 0 0 0.000668532 0.000133843 0 0 0 3523
2.4593e+09 0 0 0 0 0 0 0.000984908 0.000196153 0 0 0 2100
3.89701e+09 0 0 0 0 0 0 0.00170522 0.00035432 0 0 0 1266
6.14602e+09 0 0 0 0 0 0 0.00267634 0.000646611 0 0 0 694
9.7741e+09 0 0 0 0 0 0 0.00398664 0.0010337 0 0 0 417
1.56325e+10 0 0 0 0 0 0 0.00731141 0.00215164 0 0 0 233
2.46592e+10 0 0 0 0 0 0 0.0044468 0.00157437 0 0 0 117
3.90844e+10 0 0 0 0 0 0 0.00671351 0.0033661 0 0 0 69
5.88927e+10 0 0 0 0 0 0 0.0124021 0.00740651 0 0 0 23
9.72108e+10 0 0 0 0 0 0 0 0 0 0 0 9
1.47538e+11 0 0 0 0 0 0 0 0 0 0 0 2
