#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.87901e+07 4.92255e+08 4.13464e+07 4.66483e+08 1.42875e+08 8.35994e+07 4.73258e+08 4.78249e+07 4.66944e+08 2.07841e+08 1.06779e+08 9
1.8108e+08 4.01021e+08 2.52572e+07 3.82884e+08 9.1161e+07 4.16057e+07 4.88294e+08 3.36961e+07 4.66944e+08 6.97716e+07 1.06779e+08 11
2.51521e+08 3.94248e+08 2.31919e+07 3.82884e+08 7.97163e+07 5.24043e+07 5.83984e+08 5.04949e+07 5.36715e+08 2.74073e+08 1.7655e+08 20
4.01562e+08 4.51914e+08 2.17329e+07 4.50623e+08 1.33866e+08 1.09345e+08 5.61233e+08 4.47265e+07 5.36715e+08 2.74073e+08 1.7655e+08 17
6.56283e+08 4.6454e+08 2.72052e+07 3.82884e+08 2.0668e+08 4.69084e+07 5.46819e+08 3.56377e+07 4.66944e+08 2.76105e+08 1.06779e+08 35
1.04277e+09 4.46439e+08 2.72778e+07 3.82884e+08 1.4798e+08 4.42358e+07 5.90475e+08 3.20075e+07 6.06006e+08 2.04782e+08 2.45841e+08 50
1.5987e+09 4.2886e+08 1.54361e+07 4.04754e+08 1.2611e+08 6.87787e+07 5.8375e+08 2.57091e+07 5.36715e+08 2.74073e+08 1.7655e+08 59
2.5503e+09 5.08791e+08 2.36286e+07 4.58646e+08 2.74073e+08 1.19998e+08 6.09846e+08 3.11411e+07 6.06006e+08 2.04782e+08 2.45841e+08 62
3.8881e+09 5.08037e+08 2.20891e+07 4.626e+08 1.89526e+08 1.18755e+08 5.82529e+08 3.07703e+07 4.66944e+08 3.43845e+08 1.06779e+08 67
6.48234e+09 5.26288e+08 2.25931e+07 5.17828e+08 2.02561e+08 1.7918e+08 6.12973e+08 2.99561e+07 6.06006e+08 2.04782e+08 2.45841e+08 63
1.02941e+10 5.3442e+08 2.57181e+07 4.74045e+08 2.6466e+08 1.35397e+08 6.03924e+08 2.64514e+07 5.36715e+08 2.74073e+08 6.97716e+07 64
1.55381e+10 5.02573e+08 2.06666e+07 4.50623e+08 2.23701e+08 1.09345e+08 6.1895e+08 3.19427e+07 5.36715e+08 4.07939e+08 1.7655e+08 65
2.50752e+10 5.16151e+08 2.37942e+07 4.70295e+08 2.45841e+08 1.3432e+08 6.4535e+08 3.17252e+07 6.06006e+08 2.71987e+08 2.45841e+08 63
3.90058e+10 5.0194e+08 2.31139e+07 4.66483e+08 1.38069e+08 1.22638e+08 6.707e+08 3.91739e+07 6.06006e+08 4.04754e+08 1.39062e+08 41
6.14064e+10 5.46517e+08 3.44207e+07 5.30864e+08 2.50239e+08 1.89586e+08 7.14343e+08 4.73442e+07 6.06006e+08 4.70296e+08 1.39062e+08 33
9.15087e+10 5.60378e+08 1.15092e+08 4.1105e+08 3.91441e+08 7.50744e+07 6.03958e+08 6.49433e+07 6.74785e+08 1.36004e+08 3.1462e+08 9
1.38137e+11 5.07904e+08 8.89416e+07 3.84414e+08 4.66688e+08 7.16607e+07 8.81328e+08 1.07998e+08 1.01076e+09 1.94889e+08 4.04754e+08 8
2.64006e+11 3.58834e+08 2.55808e+07 3.84414e+08 0 5.11617e+07 8.76905e+08 1.33856e+08 1.01076e+09 0 2.67711e+08 2
