#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.719 1.1042e-05 1.1042e-05 3.18752e-06 0 0 0 3.95798e-05 2.01662e-06 0 0 0 1086764
62.7167 0 0 0 0 0 0 7.40421e-06 8.74688e-07 0 0 0 603777
79.6192 0 0 0 0 0 0 2.80869e-05 1.94351e-06 0 0 0 437395
98.3207 1.99162e-05 1.99162e-05 8.90672e-06 0 0 0 0.000248713 7.62332e-06 0 0 0 251052
123.7 0.000524445 0.000524445 7.13495e-05 0 0 0 0.00192843 3.78532e-05 0 0 0 102966
155.294 0.00441524 0.00441524 0.000339895 0 0 0 0.00940705 0.000152373 0 0 0 38050
195.153 0.0179819 0.0179819 0.00119066 0 0 0 0.0288566 0.000506514 0 0.0707709 0 12457
244.56 0.0538578 0.0538578 0.00392719 0 0 0 0.0641463 0.00151717 0.0241616 0.126191 0.0241616 3305
305.217 0.0688623 0.0688623 0.00980471 0 0 0 0.10416 0.00441365 0.0691897 0.154492 0.0691897 668
383.55 0.0350877 0.0350877 0.0173094 0 0 0 0.155417 0.0138364 0.125807 0.171956 0.125807 114
481.13 0 0 0 0 0 0 0.206279 0.0350578 0.184055 0.177013 0.0952819 16
586.75 0 0 0 0 0 0 0.263834 0.263834 0.263834 0 0 1
719.45 0 0 0 0 0 0 0.16662 0.16662 0.16662 0 0 1
