#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.48155e+09 0 0 0 0 0 0 0 0.15749 7.99964e-06 0.159173 0.0182971 0.0219079 0.175154 6.98895e-06 0.178176 0.0139904 0.0202873 0.19267 4.09835e-06 0.196275 0.00426534 0.0123414 5778838
1.56182e+10 0 0 0 0 0 0 0 0.143262 1.6975e-05 0.142838 0.0225097 0.0214302 0.165571 1.55815e-05 0.167255 0.0186177 0.0217073 0.18978 8.826e-06 0.192893 0.00636332 0.0128872 1509470
2.46238e+10 0 0 0 0 0 0 0 0.137438 2.1853e-05 0.1364 0.0237821 0.0214675 0.163433 1.98925e-05 0.164898 0.0193563 0.0220296 0.190281 1.03582e-05 0.193205 0.00584421 0.0119803 967588
3.89088e+10 0 0 0 0 0 0 0 0.134413 2.89777e-05 0.132994 0.0244778 0.0211062 0.164382 2.54447e-05 0.165973 0.0186357 0.0216704 0.191451 1.21707e-05 0.194134 0.00512716 0.0107307 567384
6.16902e+10 0 0 0 0 0 0 0 0.132959 3.77738e-05 0.131606 0.0240829 0.0208688 0.166176 3.19241e-05 0.168033 0.0172748 0.021025 0.192426 1.4597e-05 0.194937 0.00455578 0.00969872 328094
9.77405e+10 0 0 0 0 0 0 0 0.133306 4.98697e-05 0.132357 0.0233993 0.0209803 0.168109 4.06031e-05 0.17011 0.0160764 0.0200735 0.193284 1.79819e-05 0.195643 0.00405474 0.00900906 183537
1.54731e+11 0 0 0 0 0 0 0 0.13501 6.69538e-05 0.134428 0.0228401 0.0211295 0.170163 5.2481e-05 0.172331 0.0149951 0.019237 0.194208 2.2063e-05 0.196336 0.00355062 0.00790328 99882
2.45089e+11 0 0 0 0 0 0 0 0.137093 9.04355e-05 0.136751 0.0219008 0.0207028 0.172214 6.9016e-05 0.174539 0.0137304 0.018614 0.195039 2.74896e-05 0.19698 0.00307961 0.00697862 52220
3.87718e+11 0 0 0 0 0 0 0 0.139558 0.000124489 0.139369 0.0214347 0.0205543 0.174311 9.1099e-05 0.176661 0.0125693 0.0176732 0.195725 3.53734e-05 0.1975 0.00273073 0.0062983 26347
6.13351e+11 0 0 0 0 0 0 0 0.142207 0.000174851 0.14248 0.0205607 0.0207509 0.176303 0.000122753 0.178737 0.0113941 0.0166707 0.196343 4.61808e-05 0.198014 0.00236726 0.00578515 12851
9.70112e+11 0 0 0 0 0 0 0 0.144941 0.000256219 0.144683 0.020342 0.0197324 0.178203 0.000174436 0.180726 0.0103748 0.0159529 0.196955 6.41432e-05 0.198533 0.00200045 0.00506902 5670
1.52057e+12 0 0 0 0 0 0 0 0.147773 0.000383795 0.148513 0.0188687 0.0202743 0.179888 0.000254769 0.182633 0.00920075 0.0152089 0.197419 9.66418e-05 0.198888 0.00173686 0.00448185 2328
2.37758e+12 0 0 1.73134e+06 1.00411e+06 0 0 0 0.149616 0.000641536 0.150379 0.0187452 0.0191277 0.179831 0.000424829 0.181761 0.00964753 0.0134382 0.197182 0.000176575 0.198801 0.00171252 0.00468415 794
3.82114e+12 0 0 2.00646e+06 2.00646e+06 0 0 0 0.14352 0.00112244 0.144105 0.0153364 0.0175163 0.175412 0.000913046 0.178574 0.00939904 0.0185084 0.195717 0.000423138 0.197667 0.00227566 0.00569275 211
5.8948e+12 0 0 7.42743e+06 7.42743e+06 0 0 0 0.141611 0.00242616 0.14289 0.0195349 0.0185604 0.170652 0.00173663 0.171929 0.0130993 0.0160394 0.193659 0.000867987 0.195729 0.00282004 0.00599219 57
9.47073e+12 0 0 0 0 0 0 0 0.13508 0.00435443 0.136128 0.0107772 0.00837314 0.164639 0.00478434 0.166198 0.00818369 0.0102592 0.186744 0.00346972 0.189702 0.00619453 0.0124761 7
