#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.501122 (z=0.995522)
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final a=0.501122 (z=0.995522) stellar mass
#sm range: 9.25 - 9.75
#HM    Stats: 4.161760e+11 (median) + 2.044120e+11  / - 1.476470e+11
#SM    Stats: 3.235030e+09 (median) + 1.485540e+09  / - 1.070900e+09
#ObsSM Stats: 3.184070e+09 (median) + 1.912530e+09  / - 1.206460e+09
#VMP   Stats: 1.479400e+02 (median) + 1.606000e+01  / - 1.107001e+01
#ICL   Stats: 2.775480e+07 (median) + 7.510120e+07  / - 2.179965e+07
#SSFR  Stats: 2.194264e-12 (median) + 3.009122e-12  / - 1.354493e-12
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 16270
sfh 0.060123 0 0 0 #avg: 6.26322e-15; avg_err: 3.19012e-15; sd: 4.06899e-13; counts: 16270
sfh 0.062373 0 0 0 #avg: 3.57733e-14; avg_err: 1.3243e-14; sd: 1.68914e-12; counts: 16270
sfh 0.064623 0 0 0 #avg: 1.24608e-13; avg_err: 3.92807e-14; sd: 5.01026e-12; counts: 16270
sfh 0.066873 0 0 0 #avg: 2.06858e-13; avg_err: 4.92253e-14; sd: 6.27869e-12; counts: 16270
sfh 0.069123 0 0 0 #avg: 3.65264e-13; avg_err: 6.85911e-14; sd: 8.74879e-12; counts: 16270
sfh 0.071373 0 0 0 #avg: 6.22748e-13; avg_err: 9.35153e-14; sd: 1.19279e-11; counts: 16270
sfh 0.073623 0 0 0 #avg: 1.05275e-12; avg_err: 1.28377e-13; sd: 1.63745e-11; counts: 16270
sfh 0.075873 0 0 0 #avg: 1.59342e-12; avg_err: 1.56754e-13; sd: 1.9994e-11; counts: 16270
sfh 0.078123 0 0 0 #avg: 2.38526e-12; avg_err: 2.19968e-13; sd: 2.80569e-11; counts: 16270
sfh 0.080373 0 0 0 #avg: 3.31226e-12; avg_err: 2.21255e-13; sd: 2.82211e-11; counts: 16270
sfh 0.082623 0 0 0 #avg: 4.28576e-12; avg_err: 2.30228e-13; sd: 2.93656e-11; counts: 16270
sfh 0.085998 0 2.55115e-12 0 #avg: 6.75775e-12; avg_err: 3.02901e-13; sd: 3.8635e-11; counts: 16270
sfh 0.089373 0 8.77423e-12 0 #avg: 9.821e-12; avg_err: 3.46959e-13; sd: 4.42546e-11; counts: 16270
sfh 0.092748 0 1.66914e-11 0 #avg: 1.33284e-11; avg_err: 3.92688e-13; sd: 5.00873e-11; counts: 16270
sfh 0.096123 3.24097e-16 2.63839e-11 3.24097e-16 #avg: 1.73801e-11; avg_err: 4.41179e-13; sd: 5.62723e-11; counts: 16270
sfh 0.099498 1.92605e-12 3.40169e-11 1.92605e-12 #avg: 2.22583e-11; avg_err: 5.30021e-13; sd: 6.76042e-11; counts: 16270
sfh 0.102873 4.99438e-12 3.96745e-11 4.99438e-12 #avg: 2.65491e-11; avg_err: 5.24584e-13; sd: 6.69107e-11; counts: 16270
sfh 0.106248 8.14773e-12 4.52739e-11 8.14773e-12 #avg: 3.14108e-11; avg_err: 5.88966e-13; sd: 7.51226e-11; counts: 16270
sfh 0.109623 1.15179e-11 5.06959e-11 1.15179e-11 #avg: 3.70978e-11; avg_err: 6.69472e-13; sd: 8.53911e-11; counts: 16270
sfh 0.112998 1.49301e-11 5.59426e-11 1.46112e-11 #avg: 4.26175e-11; avg_err: 7.88803e-13; sd: 1.00612e-10; counts: 16270
sfh 0.116373 1.78057e-11 6.0633e-11 1.65566e-11 #avg: 4.82738e-11; avg_err: 8.92327e-13; sd: 1.13816e-10; counts: 16270
sfh 0.119748 2.07521e-11 6.66927e-11 1.8378e-11 #avg: 5.38322e-11; avg_err: 9.34657e-13; sd: 1.19216e-10; counts: 16270
sfh 0.123123 2.35328e-11 7.20322e-11 2.02047e-11 #avg: 5.96566e-11; avg_err: 1.03212e-12; sd: 1.31647e-10; counts: 16270
sfh 0.126498 2.70242e-11 7.67227e-11 2.26154e-11 #avg: 6.46299e-11; avg_err: 1.06596e-12; sd: 1.35963e-10; counts: 16270
sfh 0.129873 2.97829e-11 8.23308e-11 2.41073e-11 #avg: 6.99907e-11; avg_err: 1.13199e-12; sd: 1.44385e-10; counts: 16270
sfh 0.133248 3.30894e-11 8.52506e-11 2.62055e-11 #avg: 7.51962e-11; avg_err: 1.16259e-12; sd: 1.48288e-10; counts: 16270
sfh 0.136623 3.59361e-11 9.31528e-11 2.79216e-11 #avg: 8.06791e-11; avg_err: 1.19903e-12; sd: 1.52936e-10; counts: 16270
sfh 0.141685 4.0275e-11 1.01603e-10 3.04484e-11 #avg: 8.80201e-11; avg_err: 1.25267e-12; sd: 1.59778e-10; counts: 16270
sfh 0.146748 4.46977e-11 1.09826e-10 3.29779e-11 #avg: 9.61208e-11; avg_err: 1.3734e-12; sd: 1.75178e-10; counts: 16270
sfh 0.15181 4.86235e-11 1.16948e-10 3.5313e-11 #avg: 1.03387e-10; avg_err: 1.48199e-12; sd: 1.89028e-10; counts: 16270
sfh 0.156873 5.26933e-11 1.23656e-10 3.78712e-11 #avg: 1.09017e-10; avg_err: 1.45303e-12; sd: 1.85333e-10; counts: 16270
sfh 0.161935 5.67678e-11 1.35106e-10 4.09172e-11 #avg: 1.16335e-10; avg_err: 1.5875e-12; sd: 2.02485e-10; counts: 16270
sfh 0.166998 6.03818e-11 1.40952e-10 4.31919e-11 #avg: 1.21682e-10; avg_err: 1.5875e-12; sd: 2.02485e-10; counts: 16270
sfh 0.17206 6.34726e-11 1.47238e-10 4.53559e-11 #avg: 1.26761e-10; avg_err: 1.57997e-12; sd: 2.01525e-10; counts: 16270
sfh 0.177123 6.7641e-11 1.6023e-10 4.86128e-11 #avg: 1.32085e-10; avg_err: 1.5792e-12; sd: 2.01427e-10; counts: 16270
sfh 0.182185 7.15943e-11 1.65569e-10 5.11071e-11 #avg: 1.38586e-10; avg_err: 1.63543e-12; sd: 2.08599e-10; counts: 16270
sfh 0.187248 7.54343e-11 1.7364e-10 5.39537e-11 #avg: 1.44863e-10; avg_err: 1.66601e-12; sd: 2.125e-10; counts: 16270
sfh 0.19231 7.80134e-11 1.78614e-10 5.56991e-11 #avg: 1.49302e-10; avg_err: 1.72037e-12; sd: 2.19434e-10; counts: 16270
sfh 0.197373 8.26831e-11 1.78599e-10 5.91583e-11 #avg: 1.54377e-10; avg_err: 1.73888e-12; sd: 2.21794e-10; counts: 16270
sfh 0.202435 8.66875e-11 1.84649e-10 6.18495e-11 #avg: 1.58598e-10; avg_err: 1.74506e-12; sd: 2.22583e-10; counts: 16270
sfh 0.207498 9.06277e-11 1.91995e-10 6.47058e-11 #avg: 1.63204e-10; avg_err: 1.77383e-12; sd: 2.26251e-10; counts: 16270
sfh 0.21256 9.4793e-11 1.95994e-10 6.73095e-11 #avg: 1.68733e-10; avg_err: 1.81615e-12; sd: 2.3165e-10; counts: 16270
sfh 0.217623 9.8198e-11 2.04114e-10 6.92089e-11 #avg: 1.75357e-10; avg_err: 1.84633e-12; sd: 2.35499e-10; counts: 16270
sfh 0.222685 1.02299e-10 2.09945e-10 7.23707e-11 #avg: 1.80388e-10; avg_err: 1.88402e-12; sd: 2.40307e-10; counts: 16270
sfh 0.227748 1.06618e-10 2.16537e-10 7.52256e-11 #avg: 1.85574e-10; avg_err: 1.88032e-12; sd: 2.39835e-10; counts: 16270
sfh 0.23281 1.12063e-10 2.21338e-10 7.89354e-11 #avg: 1.91843e-10; avg_err: 1.91213e-12; sd: 2.43893e-10; counts: 16270
sfh 0.237873 1.17429e-10 2.26421e-10 8.29023e-11 #avg: 1.9896e-10; avg_err: 2.01249e-12; sd: 2.56693e-10; counts: 16270
sfh 0.242935 1.25e-10 2.31873e-10 8.86304e-11 #avg: 2.04699e-10; avg_err: 2.00148e-12; sd: 2.55288e-10; counts: 16270
sfh 0.247998 1.30148e-10 2.29036e-10 9.13623e-11 #avg: 2.0917e-10; avg_err: 1.99917e-12; sd: 2.54994e-10; counts: 16270
sfh 0.25306 1.34772e-10 2.37106e-10 9.38987e-11 #avg: 2.14888e-10; avg_err: 2.03122e-12; sd: 2.59082e-10; counts: 16270
sfh 0.258123 1.41674e-10 2.39316e-10 9.79509e-11 #avg: 2.21973e-10; avg_err: 2.09919e-12; sd: 2.67752e-10; counts: 16270
sfh 0.263185 1.45492e-10 2.46558e-10 9.97572e-11 #avg: 2.27375e-10; avg_err: 2.07966e-12; sd: 2.65261e-10; counts: 16270
sfh 0.268248 1.531e-10 2.42414e-10 1.05672e-10 #avg: 2.34741e-10; avg_err: 2.13967e-12; sd: 2.72915e-10; counts: 16270
sfh 0.27331 1.59142e-10 2.50702e-10 1.09968e-10 #avg: 2.41137e-10; avg_err: 2.15748e-12; sd: 2.75186e-10; counts: 16270
sfh 0.278373 1.65726e-10 2.55212e-10 1.13602e-10 #avg: 2.47887e-10; avg_err: 2.19384e-12; sd: 2.79825e-10; counts: 16270
sfh 0.283435 1.72568e-10 2.63374e-10 1.17791e-10 #avg: 2.54841e-10; avg_err: 2.2032e-12; sd: 2.81018e-10; counts: 16270
sfh 0.288498 1.78728e-10 2.64611e-10 1.20384e-10 #avg: 2.62264e-10; avg_err: 2.21335e-12; sd: 2.82313e-10; counts: 16270
sfh 0.29356 1.8584e-10 2.71514e-10 1.24573e-10 #avg: 2.72086e-10; avg_err: 2.33947e-12; sd: 2.98399e-10; counts: 16270
sfh 0.298623 1.92814e-10 2.78096e-10 1.27444e-10 #avg: 2.80458e-10; avg_err: 2.36774e-12; sd: 3.02006e-10; counts: 16270
sfh 0.303685 2.01017e-10 2.91598e-10 1.33323e-10 #avg: 2.9013e-10; avg_err: 2.42407e-12; sd: 3.0919e-10; counts: 16270
sfh 0.308748 2.08409e-10 2.94892e-10 1.36086e-10 #avg: 2.9892e-10; avg_err: 2.46895e-12; sd: 3.14914e-10; counts: 16270
sfh 0.31381 2.15067e-10 3.03487e-10 1.39014e-10 #avg: 3.1011e-10; avg_err: 2.63213e-12; sd: 3.35728e-10; counts: 16270
sfh 0.318873 2.23963e-10 3.07255e-10 1.44921e-10 #avg: 3.16849e-10; avg_err: 2.62023e-12; sd: 3.3421e-10; counts: 16270
sfh 0.323935 2.31178e-10 3.12215e-10 1.49776e-10 #avg: 3.22896e-10; avg_err: 2.61387e-12; sd: 3.334e-10; counts: 16270
sfh 0.328997 2.38232e-10 3.16203e-10 1.53934e-10 #avg: 3.28442e-10; avg_err: 2.56001e-12; sd: 3.26529e-10; counts: 16270
sfh 0.33406 2.44478e-10 3.2135e-10 1.56562e-10 #avg: 3.37086e-10; avg_err: 2.62814e-12; sd: 3.35219e-10; counts: 16270
sfh 0.339122 2.54383e-10 3.29961e-10 1.62013e-10 #avg: 3.46797e-10; avg_err: 2.73668e-12; sd: 3.49064e-10; counts: 16270
sfh 0.344185 2.63557e-10 3.32978e-10 1.68966e-10 #avg: 3.55018e-10; avg_err: 2.72299e-12; sd: 3.47317e-10; counts: 16270
sfh 0.349247 2.72996e-10 3.32075e-10 1.7929e-10 #avg: 3.63368e-10; avg_err: 2.77151e-12; sd: 3.53506e-10; counts: 16270
sfh 0.35431 2.82736e-10 3.39448e-10 1.84331e-10 #avg: 3.73639e-10; avg_err: 2.87503e-12; sd: 3.6671e-10; counts: 16270
sfh 0.359372 2.93309e-10 3.48899e-10 1.93523e-10 #avg: 3.83704e-10; avg_err: 2.89472e-12; sd: 3.69222e-10; counts: 16270
sfh 0.364435 3.01908e-10 3.548e-10 2.00085e-10 #avg: 3.92903e-10; avg_err: 2.91641e-12; sd: 3.71988e-10; counts: 16270
sfh 0.369497 3.13389e-10 3.66996e-10 2.13261e-10 #avg: 4.03921e-10; avg_err: 3.0386e-12; sd: 3.87573e-10; counts: 16270
sfh 0.37456 3.21628e-10 3.66903e-10 2.17376e-10 #avg: 4.12942e-10; avg_err: 3.08271e-12; sd: 3.93199e-10; counts: 16270
sfh 0.379622 3.33704e-10 3.79367e-10 2.31167e-10 #avg: 4.24988e-10; avg_err: 3.17071e-12; sd: 4.04424e-10; counts: 16270
sfh 0.384685 3.43433e-10 3.90568e-10 2.4585e-10 #avg: 4.32345e-10; avg_err: 3.15871e-12; sd: 4.02894e-10; counts: 16270
sfh 0.389747 3.48828e-10 3.97103e-10 2.61589e-10 #avg: 4.40393e-10; avg_err: 3.2274e-12; sd: 4.11655e-10; counts: 16270
sfh 0.39481 3.61e-10 4.04963e-10 2.81989e-10 #avg: 4.48872e-10; avg_err: 3.27742e-12; sd: 4.18035e-10; counts: 16270
sfh 0.399872 3.70064e-10 4.10695e-10 3.07147e-10 #avg: 4.59112e-10; avg_err: 3.41052e-12; sd: 4.35012e-10; counts: 16270
sfh 0.404935 3.80715e-10 4.21925e-10 3.53754e-10 #avg: 4.66209e-10; avg_err: 3.43643e-12; sd: 4.38316e-10; counts: 16270
sfh 0.409997 3.89792e-10 4.31392e-10 3.76949e-10 #avg: 4.75731e-10; avg_err: 3.4992e-12; sd: 4.46323e-10; counts: 16270
sfh 0.41506 3.98992e-10 4.41656e-10 3.91929e-10 #avg: 4.85824e-10; avg_err: 3.62519e-12; sd: 4.62392e-10; counts: 16270
sfh 0.420122 4.1141e-10 4.52079e-10 4.07275e-10 #avg: 4.93114e-10; avg_err: 3.65866e-12; sd: 4.66662e-10; counts: 16270
sfh 0.425185 4.24689e-10 4.55368e-10 4.21645e-10 #avg: 5.01267e-10; avg_err: 3.7723e-12; sd: 4.81156e-10; counts: 16270
sfh 0.430247 4.32264e-10 4.72849e-10 4.29857e-10 #avg: 5.10766e-10; avg_err: 3.87916e-12; sd: 4.94787e-10; counts: 16270
sfh 0.43531 4.34537e-10 4.77331e-10 4.32446e-10 #avg: 5.14628e-10; avg_err: 4.04573e-12; sd: 5.16033e-10; counts: 16270
sfh 0.440372 4.36165e-10 4.96304e-10 4.34353e-10 #avg: 5.13829e-10; avg_err: 4.03602e-12; sd: 5.14794e-10; counts: 16270
sfh 0.445435 4.34532e-10 4.9271e-10 4.3289e-10 #avg: 5.05014e-10; avg_err: 3.97808e-12; sd: 5.07404e-10; counts: 16270
sfh 0.450497 4.13809e-10 5.01922e-10 4.12399e-10 #avg: 4.88086e-10; avg_err: 3.9571e-12; sd: 5.04729e-10; counts: 16270
sfh 0.45556 3.89076e-10 4.91567e-10 3.87801e-10 #avg: 4.62266e-10; avg_err: 3.88307e-12; sd: 4.95285e-10; counts: 16270
sfh 0.460622 3.54442e-10 5.03963e-10 3.53314e-10 #avg: 4.2999e-10; avg_err: 3.6989e-12; sd: 4.71795e-10; counts: 16270
