#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.6484e+07 2.34102e-05 2.34102e-05 6.04443e-06 0 0 0 0.000130856 3.70449e-06 0 0 0 640745
1.56895e+08 6.01852e-05 6.01852e-05 1.66919e-05 0 0 0 0.000322475 1.04615e-05 0 0 0 216000
2.48587e+08 0.000157016 0.000157016 3.07911e-05 0 0 0 0.000630029 1.76334e-05 0 0 0 165588
3.94133e+08 0.000238358 0.000238358 4.3513e-05 0 0 0 0.00105173 2.61217e-05 0 0 0 125861
6.24643e+08 0.000444895 0.000444895 6.78311e-05 0 0 0 0.00180973 4.02947e-05 0 0 0 96652
9.88386e+08 0.00106244 0.00106244 0.000120234 0 0 0 0.00290965 6.23665e-05 0 0 0 73416
1.5684e+09 0.00171828 0.00171828 0.000177076 0 0 0 0.00459037 9.30481e-05 0 0 0 54706
2.4858e+09 0.00279397 0.00279397 0.000260178 0 0 0 0.00665721 0.000131219 0 0 0 41160
3.9363e+09 0.00408475 0.00408475 0.000367563 0 0 0 0.00975924 0.000192013 0 0 0 30112
6.2397e+09 0.00608835 0.00608835 0.000518588 0 0 0 0.0133428 0.000264889 0 0.0237522 0 22502
9.88975e+09 0.0090031 0.0090031 0.000729378 0 0 0 0.0185457 0.000369816 0 0.0257085 0 16772
1.57054e+10 0.0152158 0.0152158 0.00109549 0 0 0 0.0253724 0.000514953 0 0.0496846 0 12487
2.48406e+10 0.020671 0.020671 0.00145018 0 0 0 0.0304686 0.000628991 0 0.0721727 0 9627
3.92802e+10 0.0220843 0.0220843 0.00176571 0 0 0 0.0323176 0.00076098 0 0.0730876 0 6928
6.18686e+10 0.0261725 0.0261725 0.00231035 0 0 0 0.0356083 0.000943303 0 0.0850962 0 4776
9.73654e+10 0.0260636 0.0260636 0.00311982 0 0 0 0.0346961 0.0012794 0 0.0744047 0 2609
1.52749e+11 0.0313364 0.0313364 0.00529171 0 0 0 0.0310762 0.00184538 0 0.0718747 0 1085
2.40412e+11 0.02 0.02 0.00749403 0 0 0 0.0204497 0.00232379 0 0.0474965 0 350
3.81324e+11 0.0285714 0.0285714 0.0200561 0 0 0 0.0158087 0.00459524 0 0.0242587 0 70
5.84863e+11 0 0 0 0 0 0 0.0115993 0.00662979 0 0.0461563 0 12
