#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
45.1538 5.87369e+08 1.35836e+07 4.22929e+08 3.81012e+08 9.11851e+07 2.44661e+09 4.5138e+07 2.37244e+09 1.70064e+09 1.58161e+09 1003
64.3176 5.33872e+08 6.62976e+06 4.17294e+08 3.33399e+08 8.36331e+07 1.25704e+09 1.99312e+07 1.0412e+09 8.33673e+08 4.17209e+08 1482
82.2266 6.18761e+08 4.24506e+06 5.00671e+08 4.15235e+08 1.67007e+08 1.3494e+09 1.02988e+07 1.12466e+09 9.99364e+08 5.00674e+08 5970
100.646 7.09218e+08 3.67221e+06 5.83762e+08 4.97849e+08 2.50018e+08 1.48172e+09 8.09696e+06 1.20812e+09 1.24692e+09 5.84132e+08 12487
125.384 8.27163e+08 4.63636e+06 6.6675e+08 6.24817e+08 2.78294e+08 1.60996e+09 8.88606e+06 1.375e+09 1.2449e+09 7.51009e+08 12652
156.699 9.95285e+08 7.16852e+06 8.17019e+08 7.66762e+08 4.01418e+08 1.66215e+09 1.15071e+07 1.375e+09 1.40925e+09 7.51009e+08 8312
195.129 1.23658e+09 1.41697e+07 9.99849e+08 1.0739e+09 5.42585e+08 1.5607e+09 1.70663e+07 1.29157e+09 1.32833e+09 6.67579e+08 3529
244.057 1.5094e+09 3.11364e+07 1.29157e+09 1.19561e+09 7.10261e+08 1.40121e+09 2.95474e+07 1.12466e+09 1.08966e+09 5.84053e+08 1008
306.901 1.70881e+09 7.55184e+07 1.33441e+09 1.46012e+09 7.50237e+08 1.17456e+09 5.29164e+07 9.57732e+08 9.17138e+08 4.58467e+08 218
385.439 2.25901e+09 1.84235e+08 2.32403e+09 1.19179e+09 1.15617e+09 9.69284e+08 1.06873e+08 8.74274e+08 5.37504e+08 4.1701e+08 40
475.911 3.00433e+09 4.58617e+08 3.13212e+09 9.40956e+08 1.67372e+09 8.57502e+08 3.31622e+08 4.99584e+08 2.91241e+08 4.23206e+07 8
662.31 3.52815e+09 3.52815e+09 3.52815e+09 0 0 1.54178e+09 1.54178e+09 1.54178e+09 0 0 1
