#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.49726e+07 6.58769e+08 6.37846e+06 5.65077e+08 4.34771e+08 2.31337e+08 1.32084e+09 1.31558e+07 1.12466e+09 9.16383e+08 5.00674e+08 3418
1.59148e+08 6.77154e+08 7.37094e+06 5.81306e+08 4.18949e+08 2.47562e+08 1.33382e+09 1.54711e+07 1.12466e+09 9.99364e+08 5.00674e+08 2691
2.5168e+08 6.92423e+08 7.61668e+06 5.80765e+08 4.85922e+08 2.47024e+08 1.40655e+09 1.52377e+07 1.20812e+09 1.08161e+09 5.84132e+08 2980
3.97233e+08 7.33155e+08 7.62355e+06 5.84049e+08 4.99996e+08 2.50247e+08 1.43975e+09 1.50846e+07 1.20812e+09 1.16432e+09 5.84132e+08 3351
6.33916e+08 7.55062e+08 7.97158e+06 5.84132e+08 5.80937e+08 2.5033e+08 1.46182e+09 1.52339e+07 1.20812e+09 1.16432e+09 5.84132e+08 3421
1.00026e+09 7.93734e+08 8.7947e+06 6.52409e+08 5.83886e+08 3.18572e+08 1.48293e+09 1.56806e+07 1.20812e+09 1.19757e+09 5.84132e+08 3385
1.59199e+09 8.27928e+08 9.36912e+06 6.65142e+08 6.48363e+08 3.31304e+08 1.55265e+09 1.63605e+07 1.29157e+09 1.24596e+09 6.67579e+08 3399
2.51266e+09 8.4153e+08 9.81322e+06 6.65142e+08 6.65236e+08 2.79829e+08 1.60707e+09 1.75186e+07 1.375e+09 1.2449e+09 7.51009e+08 3275
3.97334e+09 9.03307e+08 1.09798e+07 6.96246e+08 7.62158e+08 2.94689e+08 1.60841e+09 1.7663e+07 1.375e+09 1.32714e+09 7.51009e+08 3209
6.28249e+09 9.70948e+08 1.17449e+07 7.51008e+08 8.18376e+08 3.39199e+08 1.63184e+09 1.78519e+07 1.375e+09 1.32714e+09 7.51009e+08 3252
9.97916e+09 9.61236e+08 1.21468e+07 7.48519e+08 8.00665e+08 3.37349e+08 1.70428e+09 1.87071e+07 1.4584e+09 1.40781e+09 7.51008e+08 3081
1.57264e+10 1.02738e+09 1.34376e+07 8.21434e+08 8.44309e+08 4.06983e+08 1.68733e+09 1.96172e+07 1.4584e+09 1.40781e+09 8.34415e+08 2903
2.48071e+10 1.06733e+09 1.56223e+07 8.33325e+08 9.1191e+08 4.17723e+08 1.74426e+09 2.27501e+07 1.4584e+09 1.48962e+09 8.34415e+08 2356
3.92436e+10 1.13533e+09 1.87303e+07 8.87707e+08 9.74213e+08 4.70589e+08 1.65929e+09 2.4975e+07 1.375e+09 1.49121e+09 7.51009e+08 1857
6.12679e+10 1.13586e+09 2.49324e+07 8.91995e+08 1.00152e+09 4.74789e+08 1.67784e+09 3.56512e+07 1.29157e+09 1.65646e+09 6.67579e+08 1035
9.57559e+10 1.25385e+09 4.28169e+07 9.61909e+08 1.24501e+09 5.44644e+08 1.52532e+09 5.09198e+07 1.12466e+09 1.49524e+09 5.84053e+08 427
1.47108e+11 1.17345e+09 7.45366e+07 9.16383e+08 9.15446e+08 5.01133e+08 1.46961e+09 9.97965e+07 1.20812e+09 1.28264e+09 5.84132e+08 117
2.26722e+11 1.87468e+09 3.12095e+08 1.25116e+09 1.54337e+09 4.16773e+08 1.05035e+09 2.25138e+08 6.67578e+08 7.90825e+08 2.00545e+08 13
3.60489e+11 7.46473e+08 3.2935e+08 1.07582e+09 0 6.58699e+08 1.12452e+09 5.83908e+08 1.70842e+09 0 1.16782e+09 2
