#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.68456e+07 0.00757439 0.000120304 5.91275e+06 100392 0 0 0 0.28597 0.000115499 0.280677 0.0910303 0.0828739 0.518235 8.03837e-05 0.523812 0.0493451 0.0590168 0.636419 2.53022e-05 0.640209 0.0123866 0.0197164 519382
1.57089e+08 0.0133619 0.000266623 1.18743e+07 242098 0 0 0 0.296571 0.000188498 0.293007 0.0852705 0.0812511 0.52356 0.000120408 0.527212 0.0465763 0.0536397 0.636861 4.13717e-05 0.640522 0.0121241 0.019089 185453
2.49121e+08 0.0191597 0.000355128 1.92287e+07 350617 0 0 0 0.306629 0.000206093 0.304087 0.0816731 0.0798288 0.526505 0.000129037 0.529257 0.0462125 0.0513979 0.637035 4.74019e-05 0.640929 0.0120686 0.0194715 149011
3.94694e+08 0.026698 0.000467374 2.83147e+07 483040 0 0 0 0.317774 0.000225653 0.3156 0.0786703 0.0772067 0.529887 0.000140613 0.532342 0.0451553 0.0500338 0.637249 5.43643e-05 0.641374 0.0118991 0.019537 118960
6.26195e+08 0.036531 0.000608897 4.35565e+07 692158 0 0 0 0.330874 0.000247243 0.328827 0.0764933 0.0746626 0.534354 0.000154442 0.537043 0.0439725 0.0492652 0.637556 6.39417e-05 0.642097 0.0117633 0.0199547 94933
9.91693e+08 0.0487608 0.000776403 6.26925e+07 929208 0 0 0 0.343327 0.00026903 0.341397 0.0743091 0.0724237 0.53882 0.000169614 0.54142 0.0433298 0.0487569 0.637843 7.34366e-05 0.642717 0.0116223 0.0203857 76947
1.57337e+09 0.0624901 0.000963217 8.84582e+07 1.24986e+06 0 0 0 0.356543 0.000290264 0.354098 0.0727318 0.068559 0.543281 0.000184844 0.546149 0.042159 0.0478551 0.637621 8.68551e-05 0.643134 0.0115215 0.0212145 63146
2.49709e+09 0.0816581 0.00118977 1.24745e+08 1.64725e+06 0 0 0 0.367954 0.000310602 0.365476 0.071076 0.0668234 0.54565 0.000200657 0.548863 0.0414669 0.0474633 0.636319 0.000104585 0.642811 0.0117739 0.0235361 52977
3.95996e+09 0.103476 0.00141832 1.69129e+08 2.07112e+06 0 4.11809e+08 0 0.378297 0.000326873 0.376072 0.0702254 0.0660694 0.545184 0.000217118 0.549168 0.0409366 0.0482472 0.633722 0.000125389 0.641336 0.0126483 0.0265313 46117
6.29551e+09 0.139694 0.00170993 2.43265e+08 2.70701e+06 0 6.23988e+08 0 0.385017 0.000344311 0.383795 0.0687911 0.0667778 0.539796 0.000243203 0.544375 0.0424079 0.0504458 0.628827 0.000157999 0.638433 0.0142655 0.0322022 41104
9.96097e+09 0.174308 0.00193737 3.22934e+08 3.20904e+06 0 8.13686e+08 0 0.386898 0.000351316 0.386921 0.0668817 0.0675801 0.530073 0.000271312 0.535882 0.0446076 0.0553337 0.621686 0.000194296 0.633676 0.0167145 0.0407562 38346
1.58262e+10 0.233988 0.00223077 4.45476e+08 3.93378e+06 0 1.0412e+09 0 0.380967 0.000365362 0.382827 0.065175 0.0693858 0.511744 0.000313272 0.518729 0.048894 0.0613415 0.609061 0.000247757 0.624253 0.0217478 0.0542097 36019
2.50046e+10 0.307544 0.00251111 6.05269e+08 4.8008e+06 0 1.375e+09 0 0.366132 0.000384156 0.3696 0.0648884 0.0740035 0.4861 0.000355881 0.493948 0.0540422 0.0694573 0.591375 0.000312489 0.609541 0.030066 0.0712324 33774
3.94798e+10 0.398286 0.00285484 7.82992e+08 5.69075e+06 4.99265e+08 1.20916e+09 4.99265e+08 0.343995 0.0004045 0.347975 0.0639997 0.0758719 0.454787 0.000402218 0.461699 0.060037 0.0744039 0.567968 0.000389549 0.585879 0.0439511 0.0855976 29406
6.21942e+10 0.498768 0.00337798 9.98275e+08 7.24012e+06 7.07395e+08 1.33365e+09 7.07395e+08 0.319047 0.000460991 0.321673 0.0661594 0.0747787 0.41956 0.000476721 0.423559 0.0661125 0.0757079 0.538177 0.000510645 0.552028 0.0627211 0.0937308 21910
9.7485e+10 0.632299 0.00427461 1.22507e+09 1.00497e+07 9.57732e+08 1.41471e+09 9.57732e+08 0.29065 0.000572437 0.291177 0.0657677 0.0694012 0.382235 0.000613823 0.384095 0.0674001 0.0726893 0.504896 0.000706985 0.509396 0.0824378 0.0889301 12725
1.52988e+11 0.780279 0.00564822 1.51926e+09 1.56945e+07 1.375e+09 1.33607e+09 1.04144e+09 0.258666 0.000801978 0.255729 0.0650373 0.0594013 0.342322 0.000860193 0.341215 0.0645822 0.0621063 0.463487 0.00104523 0.459959 0.08523 0.0735472 5375
2.39199e+11 0.893443 0.00746807 1.70075e+09 2.5463e+07 1.62513e+09 1.24108e+09 1.00114e+09 0.225623 0.00117883 0.219991 0.0543618 0.0425226 0.305902 0.00124895 0.303586 0.0533206 0.0503805 0.426309 0.00149168 0.421833 0.0639619 0.0537597 1708
3.76877e+11 0.970183 0.00815475 1.714e+09 4.55119e+07 1.62513e+09 1.07701e+09 8.34303e+08 0.196944 0.00173406 0.191832 0.040063 0.0290258 0.276911 0.00193079 0.276239 0.0411463 0.0400691 0.401176 0.00227767 0.401865 0.0422081 0.045064 436
5.78183e+11 0.941176 0.0287458 1.53846e+09 1.04563e+08 1.375e+09 9.97441e+08 6.67602e+08 0.17869 0.00230308 0.176327 0.0194325 0.0172181 0.258097 0.00335229 0.260957 0.0283679 0.0328066 0.390014 0.00483733 0.393919 0.0310111 0.044918 68
9.19328e+11 1 0 1.08286e+09 1.94169e+08 1.0412e+09 5.83932e+08 3.33801e+08 0.17433 0.0148143 0.163277 0.0549659 0.0100228 0.268858 0.0116154 0.279121 0.017387 0.033121 0.439454 0.0201768 0.456516 0.03162 0.0555472 4
