#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.53774e+07 1.04688e-05 4.68178e-06 0 0 0 0 0 0.129089 2.90048e-05 0.127857 0.0218662 0.0192787 0.161235 2.71118e-05 0.162638 0.0182895 0.0209966 0.190744 1.24057e-05 0.192889 0.00557572 0.0100419 477609
1.5632e+08 5.05667e-05 1.9112e-05 2459.72 2459.72 0 0 0 0.129248 5.42157e-05 0.128282 0.0216615 0.019573 0.163626 4.85539e-05 0.165225 0.0173043 0.020295 0.191795 2.11555e-05 0.193785 0.00504096 0.00902042 138431
2.47827e+08 0.000196899 4.51676e-05 0 0 0 0 0 0.130109 6.50689e-05 0.12933 0.0215967 0.0197617 0.164973 5.66967e-05 0.166599 0.0168122 0.0198563 0.192377 2.39145e-05 0.194353 0.00465074 0.00871056 96496
3.92613e+08 0.000447741 8.17283e-05 0 0 0 0 0 0.131637 7.82684e-05 0.130872 0.0216366 0.0196574 0.166342 6.63798e-05 0.16796 0.016348 0.0194172 0.192872 2.75281e-05 0.194754 0.00445235 0.00831759 67003
6.21783e+08 0.000691533 0.000122206 0 0 0 0 0 0.132957 9.37401e-05 0.132297 0.0216366 0.0196898 0.167667 7.80231e-05 0.1695 0.0156441 0.0192821 0.19343 3.11643e-05 0.195223 0.00412613 0.00785795 46274
9.85671e+08 0.00210741 0.000259135 13518.2 13518.2 0 0 0 0.134416 0.000113188 0.133813 0.0213397 0.0195982 0.168889 9.2359e-05 0.17073 0.0151632 0.0188421 0.193867 3.66585e-05 0.19567 0.00382668 0.00756383 31318
1.56046e+09 0.00520981 0.000495452 0 0 0 0 0 0.136028 0.000137982 0.135526 0.0215893 0.0199853 0.170141 0.000110617 0.172065 0.0147494 0.0184166 0.194285 4.29673e-05 0.196035 0.00362961 0.00712314 21114
2.4735e+09 0.00921071 0.000804132 0 0 0 0 0 0.13764 0.000166757 0.137165 0.0211332 0.0198047 0.17158 0.000130199 0.173675 0.0139824 0.0178099 0.194743 4.93235e-05 0.196386 0.00338635 0.00670846 14114
3.92859e+09 0.0175064 0.00135507 0 0 0 0 0 0.139497 0.000204596 0.139037 0.021327 0.0198709 0.17315 0.000152407 0.175145 0.0131169 0.0172034 0.195117 5.92043e-05 0.196798 0.00315072 0.00652432 9368
6.20412e+09 0.0243461 0.00197689 125656 89366.5 0 0 0 0.141595 0.000248926 0.141374 0.0209051 0.0195023 0.174533 0.000183875 0.176679 0.0122392 0.0166697 0.195484 7.12816e-05 0.197084 0.00298879 0.00629307 6079
9.82881e+09 0.0484941 0.00343221 368777 185226 0 0 0 0.142675 0.000308249 0.142783 0.0203809 0.0205258 0.175263 0.000224593 0.177598 0.0116871 0.0170209 0.19554 9.15441e-05 0.197249 0.00287162 0.0064023 3918
1.55598e+10 0.0602751 0.00478777 1.26548e+06 455886 0 0 0 0.14457 0.000382346 0.144657 0.0197762 0.0196589 0.175962 0.000276976 0.178337 0.0113014 0.0167122 0.195593 0.000118189 0.197335 0.00286832 0.00621246 2472
2.46483e+10 0.117799 0.00820411 1.02293e+06 516402 0 0 0 0.14618 0.000485299 0.146048 0.0210343 0.0197024 0.176498 0.000346983 0.17902 0.011175 0.0170457 0.195346 0.000170031 0.197511 0.00266419 0.00672825 1545
3.92441e+10 0.17887 0.0124015 2.04089e+06 915742 0 0 0 0.146301 0.000609635 0.146359 0.0205399 0.0198518 0.175457 0.00044911 0.177657 0.0119128 0.0153787 0.194173 0.000259559 0.196833 0.00321425 0.00837046 956
6.17924e+10 0.201149 0.017562 1.3046e+06 921608 0 0 0 0.146137 0.000829028 0.145919 0.0205156 0.0193593 0.174092 0.000629497 0.175981 0.0121198 0.0173725 0.193446 0.000357678 0.196211 0.00346909 0.00993356 522
9.53514e+10 0.151351 0.0264209 3.6811e+06 2.59585e+06 0 0 0 0.14898 0.00127646 0.148816 0.0193859 0.0181114 0.175606 0.00095109 0.178896 0.00956433 0.0159095 0.193746 0.000544503 0.195811 0.00365302 0.00656582 185
1.48069e+11 0.146341 0.0558851 0 0 0 0 0 0.154881 0.00243433 0.157324 0.011682 0.0186248 0.176724 0.00151074 0.177477 0.00942849 0.0109601 0.193749 0.000867146 0.19544 0.00345778 0.00715221 41
2.0949e+11 0 0 0 0 0 0 0 0.162946 0.000165664 0.163111 0 0.000331327 0.177246 0.00767259 0.184919 0 0.0153452 0.188477 0.0117776 0.200255 0 0.0235552 2
