#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
45.4583 1.30295e-07 1.30295e-07 44.3656 44.3656 0 0 0 0.169735 6.69222e-06 0.172502 0.0164194 0.0221279 0.183628 5.05617e-06 0.187369 0.00924329 0.0175846 0.197005 2.19077e-06 0.19934 0.0019809 0.00707649 7674893
62.4058 0 0 0 0 0 0 0 0.151918 1.04643e-05 0.152663 0.0206484 0.0219896 0.17214 9.00652e-06 0.174295 0.015982 0.0201199 0.192987 4.19301e-06 0.195311 0.00487877 0.00978626 3658397
78.3985 0 0 0 0 0 0 0 0.141634 1.69757e-05 0.140463 0.0255396 0.0223577 0.16694 1.43961e-05 0.168222 0.0193424 0.0210744 0.192628 5.96746e-06 0.194706 0.00500841 0.00927076 1723874
98.2338 0 0 0 0 0 0 0 0.133711 2.49614e-05 0.132407 0.0232666 0.0204856 0.165523 2.11506e-05 0.166908 0.0176452 0.0202314 0.192948 8.42862e-06 0.194869 0.00450966 0.00849506 731756
123.678 0 0 0 0 0 0 0 0.132635 3.81407e-05 0.131601 0.0219217 0.0196906 0.168159 3.12963e-05 0.169789 0.0159518 0.0190894 0.194065 1.18248e-05 0.195806 0.00383718 0.00748353 287867
155.521 4.54471e-05 2.03242e-05 0 0 0 0 0 0.135193 6.0963e-05 0.134365 0.0217809 0.0195955 0.171196 4.76798e-05 0.173138 0.0145108 0.0183036 0.19516 1.69166e-05 0.196758 0.00318412 0.00646669 110018
195.508 0.000229492 7.64896e-05 0 0 0 0 0 0.138605 0.000100018 0.138027 0.021351 0.0197047 0.174267 7.38788e-05 0.17643 0.0127116 0.0173001 0.196164 2.47235e-05 0.197595 0.00263353 0.00561385 39217
245.488 0.00182207 0.000379597 0 0 0 0 0 0.142816 0.000172212 0.142577 0.020549 0.0194398 0.177532 0.000117883 0.179787 0.011011 0.0159907 0.197092 3.78551e-05 0.19843 0.00204059 0.00479214 12623
308.13 0.00673401 0.00137013 118789 118789 0 0 0 0.147216 0.000314893 0.147234 0.0201463 0.0198958 0.180465 0.000206605 0.18341 0.00901459 0.0153964 0.19776 6.92008e-05 0.199115 0.00159003 0.00413255 3564
385.178 0.0233645 0.00596644 659445 659445 0 0 0 0.148953 0.000711816 0.148595 0.0204043 0.0180566 0.179413 0.00049334 0.181768 0.0102152 0.0145304 0.197407 0.000177557 0.198836 0.00165689 0.00395353 642
479.114 0.040404 0.0198904 0 0 0 0 0 0.142535 0.00172845 0.143958 0.0178571 0.0198155 0.173515 0.00125792 0.173712 0.0131936 0.0134155 0.194942 0.000514449 0.196299 0.00277358 0.00474823 99
603.29 0.3 0.152753 0 0 0 0 0 0.135959 0.0065513 0.139084 0.0169443 0.0213621 0.163481 0.00560119 0.164721 0.0136349 0.01841 0.188331 0.00225546 0.191861 0.00444566 0.0120819 10
