#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.64817e+07 6.61663e+08 6.47976e+06 5.65077e+08 4.34771e+08 2.31337e+08 1.31727e+09 1.31192e+07 1.12466e+09 9.16383e+08 5.00674e+08 3400
1.59535e+08 6.61293e+08 7.04585e+06 5.77324e+08 4.18425e+08 2.4358e+08 1.35706e+09 1.56392e+07 1.12466e+09 1.08226e+09 5.00674e+08 2698
2.5208e+08 6.98353e+08 7.42754e+06 5.81794e+08 4.97333e+08 2.48053e+08 1.40104e+09 1.48066e+07 1.20812e+09 1.08161e+09 5.84132e+08 3137
3.99527e+08 7.34087e+08 7.88449e+06 5.84049e+08 4.99996e+08 2.50248e+08 1.45759e+09 1.55761e+07 1.20812e+09 1.16432e+09 5.84132e+08 3212
6.30885e+08 7.50153e+08 7.86526e+06 5.84132e+08 5.73654e+08 2.5033e+08 1.4813e+09 1.53198e+07 1.20812e+09 1.24692e+09 5.84132e+08 3501
9.96705e+08 7.91473e+08 8.61052e+06 6.49616e+08 5.89982e+08 3.15781e+08 1.50521e+09 1.58358e+07 1.29157e+09 1.16347e+09 6.67579e+08 3456
1.57966e+09 8.20757e+08 9.17153e+06 6.63367e+08 6.282e+08 3.2953e+08 1.57349e+09 1.64812e+07 1.29157e+09 1.32833e+09 6.67579e+08 3469
2.50966e+09 8.54272e+08 9.91004e+06 6.6675e+08 7.08247e+08 2.72536e+08 1.65162e+09 1.77248e+07 1.375e+09 1.32714e+09 7.51009e+08 3374
3.98229e+09 8.9197e+08 1.04919e+07 7.04377e+08 7.06196e+08 2.9785e+08 1.6465e+09 1.78023e+07 1.375e+09 1.40925e+09 7.51009e+08 3349
6.31037e+09 9.58866e+08 1.1743e+07 7.49867e+08 8.21406e+08 3.44253e+08 1.68478e+09 1.83163e+07 1.41178e+09 1.37247e+09 7.442e+08 3304
9.98161e+09 9.86379e+08 1.25485e+07 7.50856e+08 8.26621e+08 3.39047e+08 1.78563e+09 1.90153e+07 1.54178e+09 1.40624e+09 8.34385e+08 3259
1.57593e+10 1.03755e+09 1.31454e+07 8.26259e+08 8.40054e+08 4.1385e+08 1.8091e+09 2.01369e+07 1.54178e+09 1.4879e+09 8.34385e+08 3114
2.49628e+10 1.08313e+09 1.54811e+07 8.31925e+08 9.36585e+08 4.15718e+08 1.83749e+09 2.301e+07 1.54178e+09 1.56938e+09 8.78413e+08 2585
3.94941e+10 1.15688e+09 1.91436e+07 8.74274e+08 1.08371e+09 4.57807e+08 1.83005e+09 2.6422e+07 1.54178e+09 1.56938e+09 9.17793e+08 2033
6.11583e+10 1.20046e+09 2.59359e+07 9.42582e+08 1.01454e+09 5.25314e+08 1.88486e+09 3.85872e+07 1.4584e+09 1.89615e+09 8.34415e+08 1154
9.51458e+10 1.37608e+09 4.59674e+07 1.07913e+09 1.29331e+09 5.86144e+08 1.72192e+09 5.72968e+07 1.32714e+09 1.70253e+09 7.03155e+08 457
1.45646e+11 1.55773e+09 1.19365e+08 1.15961e+09 1.76763e+09 6.19001e+08 1.31786e+09 8.44775e+07 1.12466e+09 8.33325e+08 5.00674e+08 96
2.34509e+11 1.67877e+09 4.33024e+08 1.24374e+09 1.86743e+09 6.59975e+08 1.22258e+09 1.33224e+08 1.20812e+09 3.33661e+08 4.04179e+08 9
