#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
45.9249 0.000372135 1.89132e-05 470013 21175.2 0 0 0 0.278852 7.9162e-05 0.270232 0.0937497 0.075429 0.369218 7.25212e-05 0.380337 0.062722 0.0908582 0.469184 2.78094e-05 0.47701 0.0140601 0.0281808 1039946
62.3953 0.00114264 4.56429e-05 188847 15063.7 0 0 0 0.229555 9.07874e-05 0.216892 0.077624 0.0509124 0.350345 9.17389e-05 0.357148 0.0609156 0.0778875 0.469103 2.94063e-05 0.47424 0.0135086 0.0235688 547856
79.5243 0.00874515 0.000157785 2.82615e+06 75426.5 0 0 0 0.210431 0.000103869 0.199311 0.0668176 0.0448307 0.355703 0.00010148 0.361316 0.0532988 0.0665137 0.472096 2.99963e-05 0.476042 0.0115264 0.0193229 348193
98.5307 0.0375705 0.000410599 1.81836e+07 253435 0 0 0 0.22012 0.000133721 0.210503 0.0676026 0.0488754 0.370025 0.00011269 0.375365 0.0453002 0.0568778 0.474321 3.66412e-05 0.478411 0.0100855 0.0179086 214477
124.011 0.121417 0.00104614 8.99701e+07 875738 0 0 0 0.244659 0.000201585 0.238119 0.0677434 0.055432 0.390414 0.00015284 0.395914 0.0413271 0.0528218 0.477087 6.30778e-05 0.483235 0.0082981 0.0199588 97474
156.096 0.292161 0.00219 3.03287e+08 2.44256e+06 0 7.94653e+08 0 0.275688 0.000305428 0.273059 0.0667674 0.0619649 0.406431 0.00022179 0.41524 0.0337969 0.0531738 0.473203 0.00013002 0.483568 0.00902706 0.0320788 43120
196.436 0.524432 0.00363176 7.04099e+08 5.38197e+06 5.55505e+08 9.31707e+08 5.55505e+08 0.280003 0.000435612 0.278375 0.0618814 0.0597727 0.383233 0.000350573 0.388119 0.0423804 0.052157 0.448829 0.000287315 0.459455 0.0262773 0.0508081 18910
247.14 0.722458 0.00499922 1.22331e+09 1.01909e+07 1.093e+09 1.08464e+09 1.093e+09 0.257164 0.000615589 0.25438 0.05672 0.0521455 0.339796 0.000575326 0.340525 0.0499321 0.0516203 0.408986 0.000582206 0.413753 0.0520952 0.0603627 8024
310.715 0.867678 0.00584382 1.72874e+09 1.72319e+07 1.7203e+09 1.11793e+09 1.08252e+09 0.230107 0.000848921 0.225655 0.0515859 0.0428572 0.301196 0.000892741 0.299263 0.0507851 0.0497733 0.368126 0.00105095 0.366183 0.0697256 0.0613079 3363
390.793 0.942675 0.00656191 2.11157e+09 2.81184e+07 2.10229e+09 1.08722e+09 1.08892e+09 0.203508 0.00125476 0.197226 0.0457989 0.03416 0.267069 0.00135645 0.262698 0.0478983 0.0418475 0.33056 0.00172135 0.32498 0.0657538 0.0573035 1256
489.836 0.962963 0.00939577 2.14854e+09 5.21017e+07 2.17764e+09 1.14892e+09 1.08464e+09 0.186707 0.0020196 0.181433 0.0413007 0.032192 0.245223 0.00235154 0.241083 0.0486198 0.040827 0.307131 0.00308957 0.300049 0.0672602 0.0528117 405
617.617 0.980769 0.013532 2.08235e+09 9.02765e+07 2.02659e+09 1.02386e+09 7.75097e+08 0.180801 0.00422172 0.173467 0.0318298 0.0277347 0.236139 0.00439963 0.232161 0.0325979 0.037779 0.305394 0.00530397 0.299959 0.0515618 0.0486436 104
763.439 0.958333 0.0416667 1.78364e+09 1.69915e+08 1.79737e+09 1.11207e+09 1.02428e+09 0.181862 0.0105097 0.182377 0.0244071 0.0467714 0.227085 0.0105548 0.219215 0.0526638 0.0488711 0.29662 0.0120727 0.296459 0.0442079 0.0388518 24
891.55 1 1 2.02659e+09 2.02659e+09 2.02659e+09 0 0 0.188084 0.188084 0.188084 0 0 0.265047 0.265047 0.265047 0 0 0.310275 0.310275 0.310275 0 0 1
1149.47 1 1 1.17237e+09 1.17237e+09 1.17237e+09 0 0 0.18203 0.18203 0.18203 0 0 0.21908 0.21908 0.21908 0 0 0.303315 0.303315 0.303315 0 0 1
