#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
44.4024 5.9013e+08 5.07729e+06 4.75409e+08 3.52816e+08 1.43665e+08 2.51193e+09 1.792e+07 2.45504e+09 1.61803e+09 1.58077e+09 5736
63.9369 5.22746e+08 4.16075e+06 4.17267e+08 3.30683e+08 8.3706e+07 1.324e+09 1.49144e+07 1.0412e+09 9.16791e+08 4.17209e+08 3536
81.5594 5.88292e+08 2.98556e+06 4.99584e+08 3.34801e+08 1.66023e+08 1.35522e+09 7.79118e+06 1.12466e+09 1.07354e+09 5.00674e+08 10494
100.838 6.68584e+08 2.53748e+06 5.72581e+08 4.27675e+08 2.3884e+08 1.50197e+09 6.11668e+06 1.29157e+09 1.16347e+09 6.67579e+08 22269
126.014 7.61464e+08 2.80746e+06 6.12424e+08 5.5387e+08 2.78589e+08 1.61511e+09 5.90949e+06 1.375e+09 1.2449e+09 7.51009e+08 27957
157.464 8.97153e+08 3.70693e+06 7.42184e+08 6.73274e+08 3.32404e+08 1.67e+09 6.65387e+06 1.375e+09 1.40925e+09 7.15709e+08 23960
196.646 1.08567e+09 6.19372e+06 8.74274e+08 8.74176e+08 4.57151e+08 1.60906e+09 8.66419e+06 1.375e+09 1.32714e+09 7.51009e+08 13750
245.536 1.275e+09 1.16761e+07 1.0412e+09 1.07816e+09 5.41612e+08 1.4863e+09 1.29635e+07 1.20812e+09 1.24692e+09 5.84132e+08 5343
308.09 1.44717e+09 2.47228e+07 1.16768e+09 1.29685e+09 6.27076e+08 1.24386e+09 2.06574e+07 1.0412e+09 9.38356e+08 5.00587e+08 1503
386.561 1.52093e+09 5.33289e+07 1.25116e+09 1.45098e+09 6.67228e+08 1.0781e+09 3.95119e+07 7.90825e+08 9.17599e+08 2.90151e+08 342
489.127 1.66852e+09 1.23895e+08 1.41471e+09 1.61497e+09 7.90718e+08 1.11388e+09 8.27278e+07 8.75395e+08 7.82695e+08 3.34786e+08 80
610.287 1.26741e+09 1.90254e+08 8.34385e+08 1.07409e+09 2.93776e+08 9.76781e+08 1.05899e+08 7.90825e+08 6.26553e+08 1.66837e+08 26
770.134 1.59758e+09 5.43914e+08 1.12466e+09 3.17975e+09 2.14195e+08 1.0205e+09 2.0528e+08 9.57732e+08 8.33941e+08 4.17123e+08 6
