#Radius[Mpc] Delta_Sigma_All[Msun/pc^2] Err+ Err- Delta_Sigma_SF Err+ Err- Delta_Sigma_Q Err+ Err-
#SM Threshold: log10 M*>10.6
#SSFR Threshold for Quenching: SSFR < 1e-11/yr
#Assumed mass / weak lensing particle: 1.95588e+10 Msun
#If above is incorrect, multiply all Delta_sigma below by true_particle_mass/1.95588e+10 Msun
0.0173326 34.073 0.522167 0.329166 30.242 0.942442 0.250578 38.0645 0.202065 0.644169
0.0231134 33.0031 0.567776 0.276058 28.2505 1.02359 0.184265 37.9547 0.253922 0.645084
0.0308222 30.575 0.586596 0.246412 26.0631 0.848022 0.337465 35.276 0.434055 0.454582
0.0411021 27.4279 0.563713 0.172676 23.1868 0.786268 0.278685 31.8468 0.451677 0.369549
0.0548105 24.0429 0.571766 0.113148 19.8275 0.839222 0.230007 28.4348 0.420881 0.264965
0.073091 20.5583 0.541796 0.0757046 16.5824 0.751492 0.180819 24.7008 0.42992 0.196035
0.0974684 17.3269 0.522667 0.0413914 13.6638 0.64147 0.162252 21.1436 0.449512 0.123585
0.129976 14.4373 0.473841 0.018857 11.0966 0.539435 0.15265 17.918 0.461473 0.0828438
0.173326 11.8114 0.417123 0.00799465 8.85214 0.465655 0.104514 14.8947 0.416366 0.0491867
0.231134 9.58056 0.356154 0.0107622 7.02301 0.376679 0.0743032 12.2453 0.363992 0.0303802
0.308222 7.73017 0.302753 0.00729752 5.52105 0.288726 0.0694323 10.0319 0.327593 0.0226603
0.411021 6.18329 0.241934 0 4.30805 0.228338 0.0559096 8.13709 0.288187 0.0260153
0.548105 4.90612 0.199827 0.00566864 3.33724 0.172117 0.0553453 6.54073 0.254614 0.0216446
0.73091 3.83047 0.154505 0.0090549 2.53497 0.124863 0.0560427 5.18025 0.210391 0.0321231
0.974684 2.91066 0.10634 0.0141742 1.89034 0.0748379 0.0591642 3.97374 0.164286 0.0302975
1.29976 2.16193 0.0726256 0.0177233 1.41058 0.0441452 0.0534893 2.94475 0.125524 0.0298131
1.73326 1.53974 0.0494901 0.0155075 1.02173 0.0255277 0.039994 2.07945 0.0855875 0.0206392
2.31134 1.10204 0.0320092 0.0143563 0.745818 0.017266 0.0301201 1.47319 0.0553474 0.0172651
3.08222 0.794198 0.0199688 0.0092262 0.563526 0.0100538 0.0272455 1.03455 0.0377854 0.00866175
4.11021 0.629425 0.0106789 0.00967813 0.474917 0.00196999 0.0265118 0.790404 0.0257997 0.00658315
5.48105 0.501021 0.00893158 0.00689131 0.386207 0.00313982 0.0166658 0.620651 0.0178613 0.00537461
7.3091 0.400296 0.00485557 0.00513381 0.329577 0.000807703 0.012655 0.473967 0.0116351 0.00250113
9.74684 0.33484 0.0027349 0.00479412 0.28556 0.000797004 0.0110301 0.386187 0.00832596 0.00337759
