#Radius[Mpc] Delta_Sigma_All[Msun/pc^2] Err+ Err- Delta_Sigma_SF Err+ Err- Delta_Sigma_Q Err+ Err-
#SM Threshold: log10 M*>10.6
#SSFR Threshold for Quenching: SSFR < 1e-11/yr
#Assumed mass / weak lensing particle: 1.95588e+10 Msun
#If above is incorrect, multiply all Delta_sigma below by true_particle_mass/1.95588e+10 Msun
0.0173326 86.8157 0.611671 1.68951 75.6816 1.35375 3.18102 93.7141 0.262245 2.79217
0.0231134 78.846 0.714622 1.50874 68.2676 1.2512 3.03139 85.3999 0.490463 2.42116
0.0308222 69.0727 0.840828 1.13934 58.9294 1.1181 2.80602 75.3571 0.650635 1.88573
0.0411021 58.7063 0.895332 0.881496 49.0626 0.976616 2.50684 64.6811 0.668465 1.50256
0.0548105 49.4378 0.884464 0.687878 40.4314 0.838696 2.19349 55.0178 0.747799 1.16012
0.073091 40.6501 0.907848 0.517139 32.3189 0.701981 1.86348 45.8118 0.789677 0.880405
0.0974684 32.9967 0.818859 0.407848 25.5049 0.623055 1.53531 37.6383 0.746326 0.664146
0.129976 26.5458 0.738409 0.287867 19.844 0.527508 1.23064 30.698 0.689714 0.501762
0.173326 21.2 0.645382 0.214266 15.3323 0.379798 1.04988 24.8355 0.625681 0.345739
0.231134 16.8365 0.543989 0.157049 11.7086 0.268139 0.840341 20.0137 0.483858 0.35758
0.308222 13.3444 0.432872 0.110085 8.89904 0.164551 0.660113 16.0986 0.396708 0.324873
0.411021 10.5491 0.345506 0.10714 6.69951 0.0722442 0.518558 12.9341 0.286647 0.295898
0.548105 8.40645 0.263726 0.121112 5.10526 0.0316052 0.396622 10.4517 0.229411 0.279139
0.73091 6.74562 0.18557 0.140975 3.92211 0.0203609 0.286261 8.49496 0.152366 0.300517
0.974684 5.39501 0.121665 0.141315 3.03431 0.021898 0.200611 6.85761 0.0673556 0.299736
1.29976 4.32298 0.0775547 0.132818 2.39724 0.0303619 0.145154 5.51612 0.0162668 0.280576
1.73326 3.43426 0.0583735 0.105638 1.89422 0.0302454 0.120494 4.38841 0.0103788 0.228019
2.31134 2.63354 0.0415123 0.0801897 1.47084 0.034641 0.0786692 3.35391 0.0021143 0.182765
3.08222 1.94303 0.0235633 0.0570848 1.12883 0.0212648 0.059978 2.44749 -0.00112128 0.130432
4.11021 1.39599 0.0181549 0.0350956 0.869017 0.0162417 0.0385711 1.72249 -0.00281179 0.0833275
5.48105 1.01271 0.00896716 0.0242611 0.679344 0.0153913 0.0220902 1.21925 -0.0099299 0.0585277
7.3091 0.792499 0.00521839 0.016812 0.56141 0.0053767 0.0203757 0.935677 -0.00354117 0.038484
9.74684 0.604761 0.0032593 0.01052 0.458442 0.000928789 0.0188248 0.69541 -0.000551283 0.0216717
