#Radius[Mpc] Delta_Sigma_All[Msun/pc^2] Err+ Err- Delta_Sigma_SF Err+ Err- Delta_Sigma_Q Err+ Err-
#SM Threshold: log10 M*>10.2
#SSFR Threshold for Quenching: SSFR < 1e-11/yr
#Assumed mass / weak lensing particle: 1.95588e+10 Msun
#If above is incorrect, multiply all Delta_sigma below by true_particle_mass/1.95588e+10 Msun
0.0173326 76.1552 0.597366 1.58955 67.6731 1.54318 3.36627 83.9158 0.736588 2.87486
0.0231134 67.4104 0.656601 1.2167 58.6575 1.61397 3.08327 75.4188 0.690582 2.38728
0.0308222 57.4193 0.715904 0.919685 49.4121 1.27545 2.76045 64.7454 0.786438 1.68663
0.0411021 47.9089 0.829357 0.573822 40.4634 1.11688 2.38544 54.7211 0.90889 1.18543
0.0548105 39.179 0.845589 0.369289 32.4098 0.978966 2.04857 45.3724 0.999298 0.808292
0.073091 31.655 0.843349 0.195366 25.505 0.834959 1.654 37.2819 0.924068 0.602119
0.0974684 25.3051 0.797848 0.111305 19.867 0.639517 1.41145 30.2807 0.936817 0.33581
0.129976 20.0491 0.733427 0.0259571 15.2102 0.493389 1.12479 24.4764 0.902802 0.296095
0.173326 15.865 0.684178 0.0159645 11.6406 0.371208 0.892314 19.7302 0.805918 0.237173
0.231134 12.6167 0.568682 -0.00656891 8.9006 0.272221 0.679971 16.0168 0.64753 0.227596
0.308222 10.1114 0.473848 -0.00184727 6.78393 0.196332 0.501373 13.1558 0.489329 0.22924
0.411021 8.23089 0.389926 0.0205889 5.24914 0.150082 0.382858 10.959 0.348518 0.28144
0.548105 6.82304 0.287649 0.0417004 4.18891 0.125199 0.296548 9.2331 0.250825 0.30796
0.73091 5.74757 0.201763 0.0682769 3.42943 0.0886211 0.241505 7.86853 0.167083 0.339272
0.974684 4.87648 0.137727 0.0810237 2.90221 0.0654237 0.20621 6.68283 0.107594 0.313746
1.29976 4.08361 0.089869 0.0907996 2.43533 0.0488286 0.177807 5.59168 0.0619574 0.30467
1.73326 3.33051 0.0575404 0.0869308 2.00318 0.035001 0.141346 4.54494 0.0258288 0.279118
2.31134 2.61988 0.0403244 0.0709889 1.60877 0.0281444 0.112149 3.54498 0.00648499 0.218911
3.08222 1.97715 0.0275086 0.0518235 1.25221 0.0228928 0.0803881 2.64043 0.000877619 0.165722
4.11021 1.46917 0.0172578 0.0396712 0.973776 0.0196556 0.053728 1.92243 -0.00394249 0.118701
5.48105 1.05371 0.0108176 0.0252452 0.744732 0.00935477 0.0385377 1.33641 0.000334859 0.0727181
7.3091 0.822215 0.00840718 0.014309 0.621056 0.00597078 0.0259256 1.00626 0.00242877 0.04175
9.74684 0.629604 0.00539541 0.00833666 0.499702 0.00483936 0.0170747 0.748456 0.00189513 0.0246564
