#Radius[Mpc] Delta_Sigma_All[Msun/pc^2] Err+ Err- Delta_Sigma_SF Err+ Err- Delta_Sigma_Q Err+ Err-
#SM Threshold: log10 M*>9.8
#SSFR Threshold for Quenching: SSFR < 1e-11/yr
#Assumed mass / weak lensing particle: 1.95588e+10 Msun
#If above is incorrect, multiply all Delta_sigma below by true_particle_mass/1.95588e+10 Msun
0.0173326 24.1157 0.167006 0.35944 21.9291 0.42601 0.266449 28.6694 0.134794 1.28021
0.0231134 23.1687 0.197449 0.311657 20.6428 0.446264 0.229809 28.4287 0.158484 1.22208
0.0308222 20.9738 0.207758 0.216972 18.561 0.397003 0.222902 25.9983 0.264692 0.912863
0.0411021 18.4469 0.253241 0.125628 16.0671 0.469305 0.0856314 23.4028 0.293674 0.723421
0.0548105 15.784 0.263753 0.0410967 13.5359 0.441586 0.063427 20.4656 0.31579 0.519651
0.073091 13.2721 0.277932 -2.86102e-06 11.1831 0.412546 0.0400591 17.6223 0.392488 0.3127
0.0974684 11.0245 0.290648 -0.015871 9.10814 0.382987 0.00682449 15.0154 0.40783 0.194386
0.129976 9.05166 0.300941 -0.0337782 7.32925 0.336997 -0.00322819 12.6385 0.455812 0.0871401
0.173326 7.37115 0.296657 -0.040576 5.85407 0.294864 -0.0143118 10.5304 0.448152 0.0308189
0.231134 6.00042 0.28299 -0.0356717 4.67287 0.260182 -0.00300455 8.76501 0.436927 0.00101089
0.308222 4.87405 0.252734 -0.0340476 3.71526 0.222713 -0.0020864 7.28721 0.409807 -0.0108829
0.411021 3.96358 0.221583 -0.0264666 2.96484 0.182203 0.00726962 6.0434 0.368169 -0.0132785
0.548105 3.20298 0.177527 -0.0180428 2.35641 0.138291 0.0207837 4.96592 0.309485 -0.0163279
0.73091 2.5585 0.14107 -0.00358844 1.85495 0.103506 0.0298816 4.02364 0.260595 -0.00694275
0.974684 2.00854 0.103885 -0.00137329 1.45288 0.0769153 0.0327814 3.16567 0.199257 0
1.29976 1.54833 0.0716357 0.00285256 1.13274 0.0538557 0.0312902 2.41376 0.148751 0.00127077
1.73326 1.1616 0.0466708 0.00502253 0.86986 0.0360696 0.0288909 1.76913 0.0978497 0.00604606
2.31134 0.868887 0.0322106 0.0053708 0.66273 0.0273759 0.0214463 1.2982 0.0640553 0.00822592
3.08222 0.643136 0.0226581 0.00379741 0.504085 0.0197096 0.0143331 0.932704 0.0432543 0.00492686
4.11021 0.510364 0.0163824 0.00231254 0.412072 0.0141857 0.0100728 0.715078 0.0310737 0.00246078
5.48105 0.413624 0.0121338 0.00211033 0.340416 0.0103723 0.00699767 0.566075 0.0210974 0.00289476
7.3091 0.336519 0.00761107 0.00152457 0.287603 0.00692725 0.00542837 0.438383 0.0158013 0.000725329
9.74684 0.283539 0.00463858 0.00170535 0.24873 0.00350814 0.00531071 0.356036 0.0118717 0.000138164
