#Radius[Mpc] Delta_Sigma_All[Msun/pc^2] Err+ Err- Delta_Sigma_SF Err+ Err- Delta_Sigma_Q Err+ Err-
#SM Threshold: log10 M*>10.6
#SSFR Threshold for Quenching: SSFR < 1e-11/yr
#Assumed mass / weak lensing particle: 1.95588e+10 Msun
#If above is incorrect, multiply all Delta_sigma below by true_particle_mass/1.95588e+10 Msun
0.0173326 20.869 0.370012 0.498896 19.2742 0.483112 0.380161 23.3813 0.419603 0.903051
0.0231134 20.3765 0.410885 0.340002 18.2482 0.559381 0.280777 23.729 0.301517 0.720171
0.0308222 19.9388 0.461454 0.28233 17.9116 0.469395 0.362768 23.132 0.547237 0.435322
0.0411021 18.8476 0.529821 0.281748 16.6761 0.593626 0.363274 22.2681 0.497772 0.514376
0.0548105 16.8535 0.562098 0.249392 14.6163 0.549009 0.340898 20.3775 0.636559 0.425343
0.073091 15.221 0.531157 0.229531 13.2831 0.521185 0.333503 18.2736 0.592539 0.340502
0.0974684 13.2283 0.465484 0.198008 11.4462 0.452074 0.270847 16.0353 0.546528 0.306211
0.129976 11.3549 0.446327 0.159355 9.58752 0.446941 0.216175 14.1388 0.505771 0.288642
0.173326 9.58424 0.399457 0.144989 8.02229 0.38611 0.17394 12.0446 0.473117 0.292014
0.231134 7.99228 0.328714 0.126759 6.6427 0.306845 0.152648 10.1181 0.408554 0.24389
0.308222 6.49341 0.279391 0.10131 5.35404 0.27249 0.117499 8.28813 0.338823 0.208669
0.411021 5.2003 0.229331 0.0929117 4.22797 0.209164 0.110225 6.73189 0.295676 0.161578
0.548105 4.00789 0.18693 0.0733616 3.19758 0.167764 0.0958648 5.28428 0.254053 0.127868
0.73091 2.97147 0.146344 0.0672202 2.31061 0.11788 0.0937071 4.01244 0.207879 0.089572
0.974684 2.09105 0.10376 0.0507309 1.59083 0.075644 0.0720469 2.87898 0.163399 0.0701706
1.29976 1.4463 0.0672716 0.0331875 1.11802 0.048676 0.0469452 1.96341 0.114701 0.0465097
1.73326 1.0045 0.0439801 0.0226509 0.783362 0.0340229 0.0342719 1.35285 0.0734491 0.0350205
2.31134 0.710752 0.0261533 0.0171187 0.58085 0.0194601 0.025613 0.915373 0.0471374 0.0224928
3.08222 0.543167 0.0160899 0.0130873 0.450027 0.00955021 0.0195737 0.689877 0.0319011 0.0133296
4.11021 0.41536 0.00964752 0.0108905 0.342158 0.00774214 0.0156126 0.53067 0.0190421 0.0143506
5.48105 0.336978 0.00847888 0.00684971 0.281386 0.00517616 0.010524 0.424536 0.017716 0.0096468
7.3091 0.286736 0.00548989 0.00602588 0.242408 0.0042491 0.00830142 0.35656 0.0118451 0.00854266
9.74684 0.243148 0.00305223 0.00414382 0.219106 0.000917032 0.00839995 0.281035 0.00897512 0.00202516
