#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 3.56595e-05 0 8.625 8.875 28043
9.00 0 0 0 8.875 9.125 48272
9.25 1.37354e-05 9.15413e-06 4.5815e-06 9.125 9.375 218413
9.50 0.000132504 0.000121027 4.67513e-05 9.375 9.625 754696
9.75 0.0018529 0.00214531 0.000338162 9.625 9.875 2.00982e+06
10.00 0.00331607 0.00403496 0.000773291 9.875 10.125 3.08829e+06
10.25 0.0054495 0.00429868 0.00198325 10.125 10.375 2.32076e+06
10.50 0.0121781 0.00494839 0.00428633 10.375 10.625 1.47502e+06
10.75 0.0316651 0.0098079 0.00965528 10.625 10.875 918330
11.00 0.0702951 0.0169125 0.018127 10.875 11.125 568276
11.25 0.138042 0.0200547 0.033121 11.125 11.375 340193
11.50 0.250857 0.0214913 0.0525337 11.375 11.625 202506
11.75 0.408366 0.0165896 0.0710447 11.625 11.875 120250
12.00 0.575984 0.013514 0.0683181 11.875 12.125 70587
12.25 0.712775 0.00710374 0.0523939 12.125 12.375 41410
12.50 0.77879 0.00212938 0.0382029 12.375 12.625 24158
12.75 0.77461 0.00896519 0.0423844 12.625 12.875 13958
13.00 0.710856 0.0250055 0.0570772 12.875 13.125 7913
13.25 0.616196 0.0309166 0.0773447 13.125 13.375 4359
13.50 0.495351 0.0401822 0.0749304 13.375 13.625 2366
13.75 0.390304 0.0399094 0.0733507 13.625 13.875 1217
14.00 0.316062 0.019578 0.0730066 13.875 14.125 579
14.25 0.255396 0.0323741 0.0524971 14.125 14.375 278
14.50 0.297619 0.047619 0.0357143 14.375 14.625 84
14.75 0.21875 0.03125 0 14.625 14.875 32
15.00 0.333333 0 0 14.875 15.125 3
15.25 0 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
