#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 26877
9.00 0 0 0 8.875 9.125 48066
9.25 0 4.40905e-06 0 9.125 9.375 226719
9.50 6.84207e-05 0.000186901 -6.82832e-06 9.375 9.625 833081
9.75 0.000945379 0.00256281 -5.11166e-05 9.625 9.875 2.29326e+06
10.00 0.00147076 0.0043106 -1.65309e-05 9.875 10.125 3.39349e+06
10.25 0.00184622 0.00431743 0.00022559 10.125 10.375 2.45096e+06
10.50 0.00438541 0.00449285 0.0012795 10.375 10.625 1.53919e+06
10.75 0.0134486 0.00980771 0.00393622 10.625 10.875 954079
11.00 0.0344492 0.0169657 0.00962868 10.875 11.125 586371
11.25 0.0781639 0.0229261 0.0217163 11.125 11.375 346119
11.50 0.159787 0.0279236 0.0397402 11.375 11.625 204253
11.75 0.289787 0.02449 0.0645757 11.625 11.875 119764
12.00 0.447661 0.0186438 0.07017 11.875 12.125 70053
12.25 0.597073 0.00811201 0.0614254 12.125 12.375 40722
12.50 0.67179 0.00983673 0.0489153 12.375 12.625 23098
12.75 0.671895 0.0176757 0.0504026 12.625 12.875 13197
13.00 0.602369 0.0393419 0.0749334 12.875 13.125 7346
13.25 0.516578 0.0462524 0.0859452 13.125 13.375 3951
13.50 0.38396 0.0511314 0.0744121 13.375 13.625 1995
13.75 0.305068 0.045809 0.0685619 13.625 13.875 1026
14.00 0.248889 0.0295075 0.0555556 13.875 14.125 450
14.25 0.213542 0.0325316 0.0364583 14.125 14.375 192
14.50 0.195122 0.0487805 0.0201219 14.375 14.625 41
14.75 0.133333 0.0666667 0 14.625 14.875 15
15.00 0 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
