#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 29957
9.00 0 0 0 8.875 9.125 53848
9.25 3.89155e-06 -1.54614e-11 3.89155e-06 9.125 9.375 256967
9.50 7.12507e-05 0.000221703 2.94721e-06 9.375 9.625 1.03859e+06
9.75 0.00058392 0.00250574 9.3042e-06 9.625 9.875 2.86169e+06
10.00 0.000771494 0.00390074 -3.27332e-05 9.875 10.125 3.70969e+06
10.25 0.000565925 0.00279007 -5.23431e-05 10.125 10.375 2.59045e+06
10.50 0.0011041 0.00245418 0.000229796 10.375 10.625 1.61036e+06
10.75 0.00396616 0.00547841 0.00162683 10.625 10.875 992899
11.00 0.0123827 0.0105381 0.00518493 10.875 11.125 599465
11.25 0.0331333 0.0167471 0.0127387 11.125 11.375 348682
11.50 0.0793786 0.0232662 0.0272175 11.375 11.625 202523
11.75 0.166931 0.0223525 0.0485553 11.625 11.875 117426
12.00 0.289433 0.0165409 0.0648956 11.875 12.125 67297
12.25 0.421647 0.0151203 0.0731367 12.125 12.375 38333
12.50 0.501121 0.0189994 0.0636899 12.375 12.625 21416
12.75 0.509153 0.0289144 0.0671931 12.625 12.875 11745
13.00 0.454796 0.0431654 0.0824623 12.875 13.125 6172
13.25 0.372394 0.0492053 0.0869511 13.125 13.375 3166
13.50 0.255844 0.0457123 0.0701764 13.375 13.625 1540
13.75 0.21902 0.0248471 0.063176 13.625 13.875 694
14.00 0.164794 0.0299625 0.0337079 13.875 14.125 267
14.25 0.168421 0.0315789 0.031579 14.125 14.375 95
14.50 0.1875 0 0 14.375 14.625 16
14.75 0 0 0 14.625 14.875 3
15.00 0 0 0 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
