#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 69762
9.00 0 0 0 8.875 9.125 122504
9.25 0 0 0 9.125 9.375 530558
9.50 1.41059e-05 6.68509e-05 3.69641e-06 9.375 9.625 1.91409e+06
9.75 5.55247e-05 0.00040312 4.49018e-06 9.625 9.875 4.05225e+06
10.00 8.39764e-05 0.000720783 0 9.875 10.125 4.06066e+06
10.25 3.66351e-05 0.000495725 0 10.125 10.375 2.70232e+06
10.50 2.58104e-05 0.000242469 3.75415e-06 10.375 10.625 1.66599e+06
10.75 0.000154447 0.00037921 0.000134421 10.625 10.875 1.01006e+06
11.00 0.000657118 0.00126925 0.000569331 10.875 11.125 573717
11.25 0.0027941 0.00312701 0.00239649 11.125 11.375 320318
11.50 0.0084164 0.0071125 0.00644172 11.375 11.625 178461
11.75 0.025351 0.009806 0.0191417 11.625 11.875 98576
12.00 0.0620318 0.0155266 0.0402135 11.875 12.125 53392
12.25 0.111135 0.0238435 0.0591984 12.125 12.375 27966
12.50 0.161085 0.0271879 0.0727434 12.375 12.625 14421
12.75 0.182328 0.0262746 0.0738282 12.625 12.875 6960
13.00 0.169111 0.0326955 0.073843 12.875 13.125 3205
13.25 0.109599 0.0385488 0.0529101 13.125 13.375 1323
13.50 0.0880626 0.0215264 0.0489237 13.375 13.625 511
13.75 0.0858896 0.0245399 0.0490798 13.625 13.875 163
14.00 0.0571429 0.0285714 0 13.875 14.125 35
14.25 0 0 0 14.125 14.375 4
14.50 0 0 0 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
