#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 55256
9.00 0 0 0 8.875 9.125 97731
9.25 0 2.25737e-06 0 9.125 9.375 442935
9.50 2.56808e-05 0.00012891 2.48596e-06 9.375 9.625 1.6744e+06
9.75 0.000149281 0.000881914 3.89286e-06 9.625 9.875 3.77142e+06
10.00 0.000215663 0.00160323 -5.8478e-06 9.875 10.125 4.02943e+06
10.25 9.89429e-05 0.00100493 -4.4041e-06 10.125 10.375 2.70863e+06
10.50 8.9173e-05 0.000520279 2.41328e-05 10.375 10.625 1.67091e+06
10.75 0.000412735 0.00104414 0.000325743 10.625 10.875 1.02002e+06
11.00 0.00168648 0.00265592 0.00125783 10.875 11.125 587616
11.25 0.00599764 0.00621594 0.00425283 11.125 11.375 332631
11.50 0.0180996 0.00964825 0.0115087 11.375 11.625 187794
11.75 0.0471783 0.0129659 0.0273059 11.625 11.875 105027
12.00 0.104334 0.0183736 0.0516797 11.875 12.125 57824
12.25 0.17296 0.0239011 0.0675224 12.125 12.375 31331
12.50 0.231734 0.0269165 0.0757636 12.375 12.625 16273
12.75 0.252713 0.0340678 0.0764112 12.625 12.875 8294
13.00 0.229504 0.0297085 0.0841919 12.875 13.125 3952
13.25 0.157119 0.0408395 0.0646625 13.125 13.375 1763
13.50 0.128276 0.0307836 0.0551724 13.375 13.625 725
13.75 0.102662 0.0190114 0.0570342 13.625 13.875 263
14.00 0.0461538 0.0307692 0 13.875 14.125 65
14.25 0 0.0833333 0 14.125 14.375 12
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 1
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
