#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 53553
9.00 0 0 0 8.875 9.125 95008
9.25 2.31588e-06 2.95131e-10 2.31588e-06 9.125 9.375 431802
9.50 2.7374e-05 0.000141604 2.54094e-06 9.375 9.625 1.64389e+06
9.75 0.000167185 0.000960508 4.91115e-06 9.625 9.875 3.73238e+06
10.00 0.000235182 0.00172326 -6.49405e-06 9.875 10.125 4.02241e+06
10.25 0.000108953 0.00109241 -8.17331e-06 10.125 10.375 2.70759e+06
10.50 0.000100549 0.000583608 2.29208e-05 10.375 10.625 1.67082e+06
10.75 0.000469428 0.00114462 0.000362796 10.625 10.875 1.02039e+06
11.00 0.00188187 0.00287095 0.00138322 10.875 11.125 589309
11.25 0.00663857 0.0064392 0.00458931 11.125 11.375 333807
11.50 0.0195757 0.0106774 0.0121163 11.375 11.625 188857
11.75 0.050733 0.0130779 0.0286189 11.625 11.875 105730
12.00 0.110143 0.0181493 0.0522588 11.875 12.125 58406
12.25 0.183177 0.0246194 0.0689308 12.125 12.375 31647
12.50 0.243516 0.0267725 0.076542 12.375 12.625 16578
12.75 0.261566 0.0321893 0.0756729 12.625 12.875 8430
13.00 0.239354 0.0295106 0.0852443 12.875 13.125 4086
13.25 0.165217 0.0413043 0.0657609 13.125 13.375 1840
13.50 0.133869 0.0310105 0.0560165 13.375 13.625 747
13.75 0.11194 0.0186567 0.0597015 13.625 13.875 268
14.00 0.0779221 0.025974 0.012987 13.875 14.125 77
14.25 0 0.0714286 0 14.125 14.375 14
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 1
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
