#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 31415
9.00 0 0 0 8.875 9.125 56502
9.25 3.67513e-06 2.83853e-09 3.67513e-06 9.125 9.375 272099
9.50 6.81112e-05 0.000210948 8.11785e-06 9.375 9.625 1.11582e+06
9.75 0.000535191 0.00229658 2.67369e-05 9.625 9.875 3.00827e+06
10.00 0.000678292 0.00361752 -1.42006e-05 9.875 10.125 3.77713e+06
10.25 0.000442583 0.00252225 -5.55719e-05 10.125 10.375 2.61872e+06
10.50 0.000775215 0.00202745 0.000103807 10.375 10.625 1.62536e+06
10.75 0.00295557 0.00425559 0.00141268 10.625 10.875 1.00082e+06
11.00 0.00949433 0.00815434 0.0044168 10.875 11.125 600674
11.25 0.0263698 0.0142116 0.011263 11.125 11.375 348239
11.50 0.0660255 0.0207434 0.0247323 11.375 11.625 201286
11.75 0.143027 0.0203326 0.047733 11.625 11.875 116230
12.00 0.256138 0.0168915 0.0656157 11.875 12.125 66347
12.25 0.380372 0.0154132 0.0723485 12.125 12.375 37466
12.50 0.458124 0.019581 0.0666404 12.375 12.625 20859
12.75 0.471411 0.0264982 0.0708439 12.625 12.875 11298
13.00 0.423535 0.0420523 0.0847236 12.875 13.125 5872
13.25 0.328035 0.0534814 0.0849749 13.125 13.375 2957
13.50 0.228856 0.0411655 0.0638486 13.375 13.625 1407
13.75 0.218501 0.0247425 0.0681008 13.625 13.875 627
14.00 0.135593 0.0169491 0.0381356 13.875 14.125 236
14.25 0.2 0.0428571 0.0285714 14.125 14.375 70
14.50 0.181818 0 0 14.375 14.625 11
14.75 0 0 0 14.625 14.875 2
15.00 0 0 0 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
