#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 51936
9.00 0 0 0 8.875 9.125 92454
9.25 2.36946e-06 2.36805e-06 2.36946e-06 9.125 9.375 422037
9.50 2.72771e-05 0.000152898 3.79516e-06 9.375 9.625 1.61307e+06
9.75 0.000186725 0.0010241 4.13223e-06 9.625 9.875 3.69528e+06
10.00 0.000257346 0.00185649 -5.73453e-06 9.875 10.125 4.01405e+06
10.25 0.000116757 0.00117802 -1.12723e-05 10.125 10.375 2.70648e+06
10.50 0.000116757 0.000633061 2.73136e-05 10.375 10.625 1.67013e+06
10.75 0.000541694 0.00124789 0.000417484 10.625 10.875 1.02087e+06
11.00 0.0020842 0.00315007 0.00154322 10.875 11.125 590634
11.25 0.00718525 0.0064015 0.00485936 11.125 11.375 335131
11.50 0.0213357 0.0111251 0.0129143 11.375 11.625 189729
11.75 0.0544987 0.0134946 0.029759 11.625 11.875 106443
12.00 0.115936 0.018293 0.0529623 11.875 12.125 59093
12.25 0.192048 0.0250597 0.0695739 12.125 12.375 31893
12.50 0.254572 0.0264431 0.0763835 12.375 12.625 16895
12.75 0.274118 0.0294282 0.0771203 12.625 12.875 8562
13.00 0.247266 0.0281619 0.0846352 12.875 13.125 4206
13.25 0.169581 0.0423953 0.0650721 13.125 13.375 1887
13.50 0.139031 0.0318878 0.055804 13.375 13.625 784
13.75 0.126354 0.0180506 0.0577617 13.625 13.875 277
14.00 0.0722892 0.0240964 0.0120482 13.875 14.125 83
14.25 0.0714286 0.0714286 0 14.125 14.375 14
14.50 0 0 0 14.375 14.625 1
14.75 0 0 0 14.625 14.875 1
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
