#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 28115
9.00 0 0 0 8.875 9.125 49589
9.25 4.25733e-06 -3.80624e-10 4.25733e-06 9.125 9.375 234889
9.50 6.78775e-05 0.000191956 -4.12563e-06 9.375 9.625 883945
9.75 0.000771166 0.0026678 -7.64037e-05 9.625 9.875 2.4625e+06
10.00 0.00114442 0.00429999 -0.000108979 9.875 10.125 3.49873e+06
10.25 0.00120322 0.00373261 3.82998e-05 10.125 10.375 2.49912e+06
10.50 0.00278245 0.00389279 0.000760379 10.375 10.625 1.56373e+06
10.75 0.00892737 0.00819425 0.00274286 10.625 10.875 966466
11.00 0.0244769 0.015366 0.0074678 10.875 11.125 591700
11.25 0.059111 0.0221711 0.0179006 11.125 11.375 346991
11.50 0.128029 0.0279938 0.0354962 11.375 11.625 204298
11.75 0.243498 0.0251801 0.0587931 11.625 11.875 118962
12.00 0.393319 0.0170378 0.0703732 11.875 12.125 69394
12.25 0.537313 0.00900245 0.0650023 12.125 12.375 40053
12.50 0.61813 0.0120182 0.0531768 12.375 12.625 22636
12.75 0.622693 0.0209298 0.0576675 12.625 12.875 12735
13.00 0.551934 0.0439795 0.0787841 12.875 13.125 7057
13.25 0.464996 0.0480404 0.0909188 13.125 13.375 3671
13.50 0.34448 0.0552017 0.0740229 13.375 13.625 1884
13.75 0.265217 0.0411283 0.0623974 13.625 13.875 920
14.00 0.230366 0.0275282 0.0549738 13.875 14.125 382
14.25 0.201258 0.0265902 0.04303 14.125 14.375 159
14.50 0.129032 0.0645161 0 14.375 14.625 31
14.75 0.111111 0.111111 0 14.625 14.875 9
15.00 0 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
