#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 45979
9.00 0 0 0 8.875 9.125 82558
9.25 2.61047e-06 -1.77124e-10 2.61047e-06 9.125 9.375 383073
9.50 3.00185e-05 0.000184927 1.43261e-06 9.375 9.625 1.49908e+06
9.75 0.000264637 0.00132701 6.13474e-06 9.625 9.875 3.54826e+06
10.00 0.000337146 0.00234257 -1.71491e-06 9.875 10.125 3.9775e+06
10.25 0.000159021 0.0014976 -1.726e-05 10.125 10.375 2.69776e+06
10.50 0.000188607 0.000796823 3.49233e-05 10.375 10.625 1.66484e+06
10.75 0.000815136 0.0017343 0.000607469 10.625 10.875 1.02069e+06
11.00 0.00295 0.00399209 0.00204061 10.875 11.125 595254
11.25 0.00989223 0.00748225 0.00617679 11.125 11.375 339155
11.50 0.0285447 0.0124722 0.0158515 11.375 11.625 193381
11.75 0.0697719 0.0136493 0.0342295 11.625 11.875 108998
12.00 0.142862 0.0180441 0.0560692 11.875 12.125 61080
12.25 0.232734 0.0222872 0.0738524 12.125 12.375 33201
12.50 0.293999 0.0259391 0.074749 12.375 12.625 17915
12.75 0.314645 0.0293561 0.0794276 12.625 12.875 9150
13.00 0.287793 0.032406 0.0875758 12.875 13.125 4604
13.25 0.203294 0.0382472 0.0713168 13.125 13.375 2125
13.50 0.155383 0.0343492 0.056494 13.375 13.625 901
13.75 0.130435 0.0202899 0.057971 13.625 13.875 345
14.00 0.103448 0.0344828 0.0172414 13.875 14.125 116
14.25 0.111111 0.0555556 0 14.125 14.375 18
14.50 0 0 0 14.375 14.625 2
14.75 0 0 0 14.625 14.875 1
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
