#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 168122
9.00 0 0 0 8.875 9.125 274208
9.25 0 0 0 9.125 9.375 993040
9.50 0 6.78198e-07 0 9.375 9.625 2.94303e+06
9.75 0 8.27707e-07 0 9.625 9.875 4.81181e+06
10.00 7.89681e-07 2.57797e-07 7.89681e-07 9.875 10.125 3.799e+06
10.25 0 2.06245e-06 0 10.125 10.375 2.36495e+06
10.50 0 7.04439e-07 0 10.375 10.625 1.42838e+06
10.75 1.24656e-06 1.1936e-05 1.24656e-06 10.625 10.875 802208
11.00 7.00925e-06 8.33966e-05 7.00925e-06 10.875 11.125 428006
11.25 5.81635e-05 0.00019655 5.81635e-05 11.125 11.375 223508
11.50 8.80398e-05 0.000685846 8.80398e-05 11.375 11.625 113585
11.75 0.000622056 0.00166627 0.000622056 11.625 11.875 56265
12.00 0.00219135 0.00299609 0.00219135 11.875 12.125 26924
12.25 0.00613239 0.00817005 0.00613239 12.125 12.375 11904
12.50 0.0157779 0.0117835 0.0157779 12.375 12.625 5007
12.75 0.0232313 0.00472233 0.0221753 12.625 12.875 1894
13.00 0.0177706 0.0113086 0.0177706 12.875 13.125 619
13.25 0.0233918 0.0116959 0.0175439 13.125 13.375 171
13.50 0.0277778 0 0.0277778 13.375 13.625 36
13.75 0 0 0 13.625 13.875 2
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
