#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 32670
9.00 0 0 0 8.875 9.125 59067
9.25 0 3.5093e-06 0 9.125 9.375 284857
9.50 6.23041e-05 0.00021212 8.58043e-06 9.375 9.625 1.17167e+06
9.75 0.000493437 0.00217594 1.80834e-05 9.625 9.875 3.09867e+06
10.00 0.000624099 0.0034202 -1.24437e-05 9.875 10.125 3.8151e+06
10.25 0.00038399 0.00237283 -5.4527e-05 10.125 10.375 2.63548e+06
10.50 0.000626108 0.00167214 9.24905e-05 10.375 10.625 1.6339e+06
10.75 0.00245501 0.00367814 0.00124768 10.625 10.875 1.0057e+06
11.00 0.00804735 0.0075429 0.0040538 10.875 11.125 600446
11.25 0.0229498 0.0134503 0.0104178 11.125 11.375 347628
11.50 0.0588165 0.0185931 0.02364 11.375 11.625 200590
11.75 0.129295 0.019912 0.0455349 11.625 11.875 115310
12.00 0.237018 0.0180269 0.0658489 11.875 12.125 65628
12.25 0.355844 0.0179431 0.072586 12.125 12.375 36946
12.50 0.432012 0.0213972 0.0697973 12.375 12.625 20430
12.75 0.448948 0.0270381 0.0728382 12.625 12.875 10979
13.00 0.400386 0.0391935 0.085224 12.875 13.125 5697
13.25 0.310839 0.0493422 0.085089 13.125 13.375 2860
13.50 0.219907 0.0322129 0.0655864 13.375 13.625 1296
13.75 0.198319 0.0272699 0.0585887 13.625 13.875 595
14.00 0.160377 0.0188679 0.0424528 13.875 14.125 212
14.25 0.148148 0.0185185 0.037037 14.125 14.375 54
14.50 0.2 0 0 14.375 14.625 10
14.75 0 0 0 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
