#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 29743
9.00 0 0 0 8.875 9.125 53358
9.25 3.92502e-06 0 3.92502e-06 9.125 9.375 254776
9.50 7.7114e-05 0.00021379 2.0552e-06 9.375 9.625 1.02446e+06
9.75 0.000590894 0.00253522 9.41032e-06 9.625 9.875 2.833e+06
10.00 0.000792927 0.00394704 -3.68992e-05 9.875 10.125 3.69643e+06
10.25 0.000594999 0.00283318 -5.11687e-05 10.125 10.375 2.58488e+06
10.50 0.00118183 0.00254728 0.000245994 10.375 10.625 1.60768e+06
10.75 0.00420592 0.00576379 0.00167032 10.625 10.875 991223
11.00 0.0130065 0.0108767 0.00530766 10.875 11.125 599162
11.25 0.0345372 0.0172215 0.0129694 11.125 11.375 348639
11.50 0.0822873 0.0234165 0.0275318 11.375 11.625 202680
11.75 0.171808 0.02274 0.0494462 11.625 11.875 117713
12.00 0.29648 0.0154344 0.0660868 11.875 12.125 67465
12.25 0.428289 0.0153621 0.0720934 12.125 12.375 38467
12.50 0.510293 0.0186875 0.062578 12.375 12.625 21519
12.75 0.515423 0.0296055 0.0673557 12.625 12.875 11833
13.00 0.462032 0.0425785 0.0832055 12.875 13.125 6229
13.25 0.379503 0.0501747 0.0872288 13.125 13.375 3220
13.50 0.261261 0.0449005 0.0697719 13.375 13.625 1554
13.75 0.222857 0.0296393 0.0611976 13.625 13.875 700
14.00 0.16129 0.0286738 0.0389882 13.875 14.125 279
14.25 0.181818 0.030303 0.0404041 14.125 14.375 99
14.50 0.166667 0 0 14.375 14.625 18
14.75 0 0 0 14.625 14.875 3
15.00 0 0 0 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
