#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 128037
9.00 0 0 0 8.875 9.125 212950
9.25 0 0 0 9.125 9.375 819740
9.50 7.74324e-07 2.70042e-06 7.74324e-07 9.375 9.625 2.5829e+06
9.75 1.92847e-06 1.27328e-05 6.43391e-07 9.625 9.875 4.66692e+06
10.00 4.8007e-06 2.43857e-05 1.53515e-06 9.875 10.125 3.95775e+06
10.25 0 2.07373e-05 -7.72342e-07 10.125 10.375 2.54528e+06
10.50 1.27713e-06 1.17613e-05 6.40419e-07 10.375 10.625 1.56601e+06
10.75 9.85768e-06 3.52898e-05 9.85768e-06 10.625 10.875 912994
11.00 4.20732e-05 0.000186902 4.20732e-05 10.875 11.125 499130
11.25 0.000234971 0.000619621 0.000234971 11.125 11.375 268118
11.50 0.000888883 0.00174942 0.000888883 11.375 11.625 142876
11.75 0.00307354 0.00447633 0.00298085 11.625 11.875 74507
12.00 0.00997387 0.00921808 0.00968369 11.875 12.125 37498
12.25 0.0225942 0.0145303 0.020898 12.125 12.375 18102
12.50 0.0425634 0.0184254 0.0353441 12.375 12.625 8317
12.75 0.0545506 0.0197012 0.0418351 12.625 12.875 3538
13.00 0.0508346 0.0174507 0.0379363 12.875 13.125 1318
13.25 0.0414847 0.0174672 0.0305915 13.125 13.375 458
13.50 0.0300752 0.00751879 0.0075188 13.375 13.625 133
13.75 0.0454545 0.0454545 0 13.625 13.875 22
14.00 0 0 0 13.875 14.125 2
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
