#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 2.15225e-05 0 8.625 8.875 46463
9.00 1.47883e-05 1.47874e-05 1.47883e-05 8.875 9.125 67621
9.25 2.62963e-05 3.3798e-05 1.87839e-05 9.125 9.375 266197
9.50 0.000299388 0.000147438 0.000219189 9.375 9.625 771575
9.75 0.00393855 0.00147237 0.00187028 9.625 9.875 1.89105e+06
10.00 0.00699247 0.00265101 0.00322087 9.875 10.125 2.89154e+06
10.25 0.0120744 0.00274013 0.00645222 10.125 10.375 2.22951e+06
10.50 0.0251139 0.00367348 0.0123797 10.375 10.625 1.42945e+06
10.75 0.0561159 0.00623541 0.0209233 10.625 10.875 893062
11.00 0.111914 0.0106891 0.0324782 10.875 11.125 552853
11.25 0.199784 0.0113599 0.0498385 11.125 11.375 334041
11.50 0.333697 0.0093528 0.0696254 11.375 11.625 199843
11.75 0.50124 0.00620264 0.0751202 11.625 11.875 119374
12.00 0.665506 0.00561064 0.0665278 11.875 12.125 70357
12.25 0.788522 0.00112343 0.0478393 12.125 12.375 41470
12.50 0.842919 -0.00196075 0.0362778 12.375 12.625 24446
12.75 0.838615 0.00445604 0.0386695 12.625 12.875 14357
13.00 0.779522 0.0114408 0.0576434 12.875 13.125 8155
13.25 0.689835 0.0160474 0.0766068 13.125 13.375 4604
13.50 0.570685 0.0205327 0.0861529 13.375 13.625 2497
13.75 0.465672 0.0268768 0.0834064 13.625 13.875 1340
14.00 0.375385 0.0165283 0.085213 13.875 14.125 650
14.25 0.327217 0.00509056 0.0803035 14.125 14.375 327
14.50 0.343511 0.0229008 0.0610687 14.375 14.625 131
14.75 0.26087 0.0217391 0.0434783 14.625 14.875 46
15.00 0.333333 0 0.166667 14.875 15.125 6
15.25 0 0 0 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
