#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 34509
9.00 0 0 0 8.875 9.125 62420
9.25 6.64509e-06 3.31874e-06 3.32423e-06 9.125 9.375 300974
9.50 5.83801e-05 0.000211095 7.34207e-06 9.375 9.625 1.2333e+06
9.75 0.000448302 0.00200912 2.10266e-06 9.625 9.875 3.18981e+06
10.00 0.000565209 0.00316174 -8.08178e-06 9.875 10.125 3.85344e+06
10.25 0.000327426 0.00219988 -4.48651e-05 10.125 10.375 2.65098e+06
10.50 0.00049327 0.00150787 6.44837e-05 10.375 10.625 1.6421e+06
10.75 0.00202044 0.00324368 0.00114314 10.625 10.875 1.00968e+06
11.00 0.00664264 0.00638227 0.00354844 10.875 11.125 600213
11.25 0.0197714 0.0115917 0.00971083 11.125 11.375 346663
11.50 0.051968 0.0160904 0.0223088 11.375 11.625 199469
11.75 0.115627 0.0181427 0.0433784 11.625 11.875 114428
12.00 0.21719 0.0172805 0.064033 11.875 12.125 64888
12.25 0.330132 0.0182387 0.0732388 12.125 12.375 36231
12.50 0.401579 0.0265078 0.0703183 12.375 12.625 20011
12.75 0.423953 0.0242417 0.0763165 12.625 12.875 10579
13.00 0.378246 0.038147 0.0871158 12.875 13.125 5507
13.25 0.291205 0.0452059 0.0834896 13.125 13.375 2706
13.50 0.205024 0.0364668 0.0623987 13.375 13.625 1234
13.75 0.185824 0.0226704 0.0591443 13.625 13.875 522
14.00 0.12973 0.027027 0.0432432 13.875 14.125 185
14.25 0.16 0.04 0.02 14.125 14.375 50
14.50 0.125 0 0 14.375 14.625 8
14.75 0 0 0 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
