#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 172944
9.00 0 0 0 8.875 9.125 281972
9.25 0 0 0 9.125 9.375 1.0145e+06
9.50 0 3.34137e-07 0 9.375 9.625 2.98748e+06
9.75 0 8.25385e-07 0 9.625 9.875 4.81438e+06
10.00 7.95393e-07 5.20592e-07 7.95393e-07 9.875 10.125 3.77172e+06
10.25 0 1.64834e-06 0 10.125 10.375 2.33641e+06
10.50 0 0 0 10.375 10.625 1.40556e+06
10.75 1.27523e-06 8.39521e-06 1.27523e-06 10.625 10.875 784173
11.00 2.39756e-06 5.05074e-05 2.39756e-06 10.875 11.125 417090
11.25 5.07265e-05 0.000203005 5.07265e-05 11.125 11.375 216849
11.50 3.65447e-05 0.000586452 3.65447e-05 11.375 11.625 109455
11.75 0.000502728 0.00130539 0.000502728 11.625 11.875 53707
12.00 0.00176706 0.00282331 0.00176706 11.875 12.125 25466
12.25 0.00521817 0.00706552 0.00521817 12.125 12.375 11115
12.50 0.0113563 0.0113612 0.0113563 12.375 12.625 4667
12.75 0.0167364 0.00597729 0.0161387 12.625 12.875 1673
13.00 0.0162455 0.0108303 0.0162455 12.875 13.125 554
13.25 0.0273973 0.00684932 0.0205479 13.125 13.375 146
13.50 0 0 0 13.375 13.625 34
13.75 0 0 0 13.625 13.875 1
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
