#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 3.61233e-05 0 8.625 8.875 27683
9.00 0 0 0 8.875 9.125 47733
9.25 1.8386e-05 9.18691e-06 9.19325e-06 9.125 9.375 217557
9.50 0.000127031 0.000125079 4.52261e-05 9.375 9.625 755724
9.75 0.00177092 0.00212416 0.000281765 9.625 9.875 2.02098e+06
10.00 0.00313667 0.00416751 0.000653507 9.875 10.125 3.10457e+06
10.25 0.0051214 0.00438435 0.00174954 10.125 10.375 2.32768e+06
10.50 0.011572 0.00511374 0.00395277 10.375 10.625 1.47831e+06
10.75 0.0303015 0.0101852 0.00903842 10.625 10.875 920085
11.00 0.0679906 0.0172418 0.0169641 10.875 11.125 569255
11.25 0.134162 0.0193815 0.0320998 11.125 11.375 340648
11.50 0.245159 0.0222559 0.0521202 11.375 11.625 202624
11.75 0.401748 0.0182194 0.0707726 11.625 11.875 120349
12.00 0.56928 0.0142447 0.0676789 11.875 12.125 70554
12.25 0.706957 0.0068019 0.052376 12.125 12.375 41366
12.50 0.773465 0.00211793 0.0385087 12.375 12.625 24142
12.75 0.770092 0.00949514 0.0441365 12.625 12.875 13936
13.00 0.705681 0.025152 0.0598423 12.875 13.125 7886
13.25 0.610166 0.0318183 0.0774054 13.125 13.375 4348
13.50 0.491935 0.0405762 0.0770828 13.375 13.625 2356
13.75 0.380874 0.0409624 0.0696156 13.625 13.875 1213
14.00 0.308901 0.0174153 0.0689706 13.875 14.125 573
14.25 0.254613 0.0332103 0.0501516 14.125 14.375 271
14.50 0.296296 0.0493827 0.037037 14.375 14.625 81
14.75 0.21875 0.03125 0 14.625 14.875 32
15.00 0.333333 0 0 14.875 15.125 3
15.25 0 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
