#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 30698
9.00 0 0 0 8.875 9.125 55035
9.25 3.77339e-06 6.90397e-09 3.77339e-06 9.125 9.375 265014
9.50 6.83385e-05 0.000223604 7.44199e-06 9.375 9.625 1.08284e+06
9.75 0.000550681 0.00239809 1.18823e-05 9.625 9.875 2.94908e+06
10.00 0.000714918 0.00374386 -1.90767e-05 9.875 10.125 3.75008e+06
10.25 0.000484782 0.00270488 -6.23919e-05 10.125 10.375 2.60736e+06
10.50 0.000897263 0.00224444 0.000155193 10.375 10.625 1.61937e+06
10.75 0.00335041 0.00469467 0.00148848 10.625 10.875 997489
11.00 0.010535 0.00917312 0.00465965 10.875 11.125 600572
11.25 0.0288776 0.0157458 0.012045 11.125 11.375 348367
11.50 0.0711769 0.0218165 0.0257605 11.375 11.625 201821
11.75 0.152076 0.0203643 0.0477724 11.625 11.875 116797
12.00 0.269785 0.016177 0.0658998 11.875 12.125 66742
12.25 0.396541 0.0152876 0.0731283 12.125 12.375 37817
12.50 0.475974 0.0192581 0.0663086 12.375 12.625 21081
12.75 0.485993 0.0291562 0.0701244 12.625 12.875 11494
13.00 0.437625 0.0417443 0.0830354 12.875 13.125 5996
13.25 0.346242 0.0494955 0.0869586 13.125 13.375 3047
13.50 0.24098 0.0428863 0.0662692 13.375 13.625 1469
13.75 0.219814 0.0247678 0.0660875 13.625 13.875 646
14.00 0.13253 0.0240964 0.0361446 13.875 14.125 249
14.25 0.1875 0.0375 0.0375 14.125 14.375 80
14.50 0.166667 0 0 14.375 14.625 12
14.75 0 0 0 14.625 14.875 2
15.00 0 0 0 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
