#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 29156
9.00 0 0 0 8.875 9.125 52412
9.25 4.01426e-06 -8.04903e-11 4.01426e-06 9.125 9.375 249112
9.50 7.29199e-05 0.000213014 2.3366e-07 9.375 9.625 987385
9.75 0.000622634 0.00252408 -4.11092e-06 9.625 9.875 2.75121e+06
10.00 0.000850876 0.00399634 -4.39272e-05 9.875 10.125 3.65506e+06
10.25 0.000688815 0.00299057 -6.41539e-05 10.125 10.375 2.56818e+06
10.50 0.0014407 0.00280243 0.000342645 10.375 10.625 1.59853e+06
10.75 0.00495925 0.00619581 0.00177728 10.625 10.875 986238
11.00 0.014874 0.0120066 0.00559016 10.875 11.125 597955
11.25 0.0387629 0.0185085 0.0136092 11.125 11.375 348323
11.50 0.090558 0.0234223 0.0283957 11.375 11.625 203240
11.75 0.186427 0.0237822 0.0517116 11.625 11.875 118148
12.00 0.3151 0.0159574 0.0673962 11.875 12.125 67934
12.25 0.451766 0.0140741 0.0714099 12.125 12.375 38894
12.50 0.532023 0.016659 0.0591984 12.375 12.625 21828
12.75 0.540048 0.0269791 0.0680794 12.625 12.875 12023
13.00 0.477984 0.0424978 0.0808501 12.875 13.125 6450
13.25 0.400843 0.0484066 0.0877965 13.125 13.375 3323
13.50 0.271092 0.0508896 0.0679765 13.375 13.625 1612
13.75 0.226365 0.0372836 0.055895 13.625 13.875 751
14.00 0.196667 0.0240691 0.0523714 13.875 14.125 300
14.25 0.165138 0.0275229 0.0366973 14.125 14.375 109
14.50 0.142857 0.047619 0 14.375 14.625 21
14.75 0 0 0 14.625 14.875 4
15.00 0 0 0 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
