#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 3.67377e-05 0 8.625 8.875 27220
9.00 0 0 0 8.875 9.125 47038
9.25 1.38801e-05 4.62672e-06 4.63023e-06 9.125 9.375 216136
9.50 0.00010919 0.000144059 3.18542e-05 9.375 9.625 760146
9.75 0.00158865 0.00228267 0.000169479 9.625 9.875 2.04451e+06
10.00 0.0028129 0.00433027 0.000502105 9.875 10.125 3.13804e+06
10.25 0.004527 0.00415812 0.00143555 10.125 10.375 2.34172e+06
10.50 0.0103528 0.00512006 0.00354297 10.375 10.625 1.4852e+06
10.75 0.0275706 0.0105776 0.00787463 10.625 10.875 923845
11.00 0.0632564 0.0177307 0.0160829 10.875 11.125 571294
11.25 0.126259 0.0194885 0.0303371 11.125 11.375 341656
11.50 0.233531 0.0238677 0.0513561 11.375 11.625 202945
11.75 0.38761 0.0207554 0.069987 11.625 11.875 120353
12.00 0.554126 0.0157427 0.0666678 11.875 12.125 70576
12.25 0.69526 0.00727057 0.0533201 12.125 12.375 41373
12.50 0.763042 0.00341076 0.0394354 12.375 12.625 24038
12.75 0.759079 0.0106731 0.0456297 12.625 12.875 13851
13.00 0.695298 0.0282694 0.0617984 12.875 13.125 7847
13.25 0.595448 0.03273 0.0783281 13.125 13.375 4306
13.50 0.482358 0.0425111 0.0772893 13.375 13.625 2324
13.75 0.368201 0.0415799 0.0738358 13.625 13.875 1195
14.00 0.306715 0.024194 0.0612605 13.875 14.125 551
14.25 0.262357 0.0304182 0.0524337 14.125 14.375 263
14.50 0.24 0.0533333 0.0133333 14.375 14.625 75
14.75 0.266667 0.0333333 0 14.625 14.875 30
15.00 0 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
