#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 28665
9.00 0 1.96684e-05 0 8.875 9.125 50841
9.25 0 0 0 9.125 9.375 243768
9.50 6.97791e-05 0.000210253 -3.81533e-06 9.375 9.625 945842
9.75 0.000673036 0.0025815 -4.07491e-05 9.625 9.875 2.6477e+06
10.00 0.000938876 0.00404262 -0.000104668 9.875 10.125 3.60112e+06
10.25 0.000847437 0.00320143 -7.32945e-06 10.125 10.375 2.54532e+06
10.50 0.00179267 0.00312744 0.000373496 10.375 10.625 1.58702e+06
10.75 0.00607904 0.00708823 0.00203765 10.625 10.875 979266
11.00 0.0176798 0.0133779 0.00595497 10.875 11.125 595765
11.25 0.0450321 0.0206584 0.0155769 11.125 11.375 348285
11.50 0.103047 0.0225966 0.0311139 11.375 11.625 203751
11.75 0.204607 0.0231676 0.0533571 11.625 11.875 118378
12.00 0.340336 0.0174245 0.0655755 11.875 12.125 68594
12.25 0.48323 0.0125752 0.0702772 12.125 12.375 39385
12.50 0.564851 0.0169055 0.0560906 12.375 12.625 22066
12.75 0.567831 0.0243441 0.0662212 12.625 12.875 12310
13.00 0.504349 0.0447233 0.0771078 12.875 13.125 6668
13.25 0.422633 0.0484108 0.0872705 13.125 13.375 3464
13.50 0.297093 0.050404 0.0711929 13.375 13.625 1720
13.75 0.23192 0.042394 0.0604559 13.625 13.875 802
14.00 0.2263 0.0190991 0.0601458 13.875 14.125 327
14.25 0.176 0.032 0.032 14.125 14.375 125
14.50 0.107143 0.0714286 0 14.375 14.625 28
14.75 0 0 0 14.625 14.875 3
15.00 0 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
