#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 47370
9.00 0 0 0 8.875 9.125 84596
9.25 2.54617e-06 -4.21323e-10 2.54617e-06 9.125 9.375 392747
9.50 2.8164e-05 0.000173289 2.70555e-06 9.375 9.625 1.52677e+06
9.75 0.000248055 0.00123492 5.99271e-06 9.625 9.875 3.58388e+06
10.00 0.000316256 0.00223497 -5.97892e-06 9.875 10.125 3.98728e+06
10.25 0.000152596 0.00140776 -1.0907e-05 10.125 10.375 2.69995e+06
10.50 0.000171627 0.000774346 3.4091e-05 10.375 10.625 1.66641e+06
10.75 0.000732725 0.00159419 0.000548259 10.625 10.875 1.02085e+06
11.00 0.00269564 0.00366669 0.00189161 10.875 11.125 594292
11.25 0.00910509 0.00762339 0.00570561 11.125 11.375 338382
11.50 0.0267449 0.0114649 0.014976 11.375 11.625 192373
11.75 0.0658026 0.0137837 0.0330529 11.625 11.875 108400
12.00 0.136314 0.0184009 0.0553383 11.875 12.125 60698
12.25 0.223549 0.0229764 0.0732033 12.125 12.375 32825
12.50 0.28619 0.0254258 0.0762299 12.375 12.625 17726
12.75 0.304174 0.0277253 0.0776211 12.625 12.875 9008
13.00 0.276193 0.0315681 0.0865949 12.875 13.125 4486
13.25 0.199423 0.0381006 0.0719487 13.125 13.375 2081
13.50 0.148789 0.0346021 0.0507497 13.375 13.625 867
13.75 0.125767 0.0184049 0.0582822 13.625 13.875 326
14.00 0.0943396 0.0377358 0.00943396 13.875 14.125 106
14.25 0.111111 0.0555556 0 14.125 14.375 18
14.50 0 0 0 14.375 14.625 2
14.75 0 0 0 14.625 14.875 1
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
