#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 28428
9.00 0 0 0 8.875 9.125 50125
9.25 0 4.15236e-06 0 9.125 9.375 240753
9.50 6.41343e-05 0.000206482 -4.33945e-06 9.375 9.625 919945
9.75 0.000712362 0.00266776 -5.12607e-05 9.625 9.875 2.57454e+06
10.00 0.00100213 0.00404517 -9.9684e-05 9.875 10.125 3.5624e+06
10.25 0.000960078 0.00337936 1.67654e-05 10.125 10.375 2.52792e+06
10.50 0.00211846 0.00336408 0.000501004 10.375 10.625 1.57803e+06
10.75 0.0069917 0.00743502 0.00216539 10.625 10.875 974584
11.00 0.0201056 0.0141471 0.00656008 10.875 11.125 594362
11.25 0.049838 0.0214855 0.0162541 11.125 11.375 347887
11.50 0.112283 0.0234582 0.0332404 11.375 11.625 204047
11.75 0.218657 0.0235991 0.0558479 11.625 11.875 118693
12.00 0.360963 0.0180185 0.0679287 11.875 12.125 68924
12.25 0.502989 0.0123031 0.0675883 12.125 12.375 39641
12.50 0.585128 0.0147227 0.0546985 12.375 12.625 22243
12.75 0.58916 0.02373 0.0629609 12.625 12.875 12528
13.00 0.523544 0.0453657 0.0789374 12.875 13.125 6817
13.25 0.433541 0.0486827 0.0863303 13.125 13.375 3536
13.50 0.319351 0.0519164 0.0745102 13.375 13.625 1788
13.75 0.245018 0.0470908 0.0600941 13.625 13.875 853
14.00 0.220339 0.0254237 0.0527253 13.875 14.125 354
14.25 0.193798 0.0249515 0.0387597 14.125 14.375 129
14.50 0.147059 0.0588235 0 14.375 14.625 34
14.75 0 0 0 14.625 14.875 4
15.00 0 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
