#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 27882
9.00 0 0 0 8.875 9.125 49025
9.25 4.31587e-06 4.3114e-06 2.51293e-09 9.125 9.375 231703
9.50 6.9389e-05 0.000191579 -1.02846e-06 9.375 9.625 864690
9.75 0.000820087 0.00262814 -5.44789e-05 9.625 9.875 2.40096e+06
10.00 0.00123595 0.00423431 -9.6124e-05 9.875 10.125 3.46132e+06
10.25 0.0013704 0.0039828 0.000116804 10.125 10.375 2.48176e+06
10.50 0.00322126 0.00397458 0.00087424 10.375 10.625 1.55467e+06
10.75 0.0101723 0.00856768 0.00304864 10.625 10.875 962023
11.00 0.027294 0.015646 0.00805993 10.875 11.125 589654
11.25 0.0648627 0.0229061 0.0186199 11.125 11.375 346501
11.50 0.137444 0.0281172 0.0375414 11.375 11.625 204250
11.75 0.258123 0.0252618 0.0613859 11.625 11.875 119261
12.00 0.411113 0.0175231 0.0703954 11.875 12.125 69538
12.25 0.556649 0.00871795 0.0646744 12.125 12.375 40327
12.50 0.636704 0.0117669 0.0517068 12.375 12.625 22717
12.75 0.639907 0.0207021 0.0552977 12.625 12.875 12930
13.00 0.569062 0.0424914 0.076965 12.875 13.125 7182
13.25 0.480606 0.0473265 0.0877582 13.125 13.375 3764
13.50 0.355835 0.0563592 0.074322 13.375 13.625 1911
13.75 0.280957 0.0454243 0.063022 13.625 13.875 961
14.00 0.237037 0.0296296 0.0538687 13.875 14.125 405
14.25 0.196429 0.0251283 0.0357143 14.125 14.375 168
14.50 0.171429 0.0571429 0.0243697 14.375 14.625 35
14.75 0.1 0.1 0 14.625 14.875 10
15.00 0 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
