#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 3.64365e-05 0 8.625 8.875 27445
9.00 0 0 0 8.875 9.125 47315
9.25 1.38318e-05 1.38228e-05 4.61306e-06 9.125 9.375 216892
9.50 0.000114802 0.000133981 3.59965e-05 9.375 9.625 757829
9.75 0.00167346 0.00224177 0.000223657 9.625 9.875 2.03231e+06
10.00 0.00296832 0.00428422 0.000554551 9.875 10.125 3.12096e+06
10.25 0.00481736 0.00416926 0.00159982 10.125 10.375 2.33489e+06
10.50 0.0109468 0.00534382 0.00369358 10.375 10.625 1.48170e+06
10.75 0.0289671 0.0105746 0.00844422 10.625 10.875 922010
11.00 0.065597 0.0177442 0.016514 10.875 11.125 570194
11.25 0.130323 0.0192183 0.0311174 11.125 11.375 341214
11.50 0.239058 0.0233689 0.0515703 11.375 11.625 202742
11.75 0.394335 0.0197919 0.0701645 11.625 11.875 120390
12.00 0.5617 0.0148415 0.0675116 11.875 12.125 70543
12.25 0.70124 0.0072217 0.0524651 12.125 12.375 41381
12.50 0.768719 0.00302702 0.0386271 12.375 12.625 24066
12.75 0.764537 0.00982153 0.0448285 12.625 12.875 13913
13.00 0.700903 0.0268221 0.0608518 12.875 13.125 7867
13.25 0.602914 0.0317595 0.0770157 13.125 13.375 4324
13.50 0.487888 0.0409747 0.076173 13.375 13.625 2353
13.75 0.376471 0.0391921 0.0724165 13.625 13.875 1190
14.00 0.305115 0.022319 0.0648319 13.875 14.125 567
14.25 0.262172 0.0299625 0.0546251 14.125 14.375 267
14.50 0.253333 0.0666667 0.0100901 14.375 14.625 75
14.75 0.21875 0.03125 0 14.625 14.875 32
15.00 0.333333 0 0 14.875 15.125 3
15.25 0 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
