#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 62799
9.00 0 0 0 8.875 9.125 110659
9.25 0 2.03964e-06 0 9.125 9.375 490215
9.50 1.71573e-05 9.43943e-05 3.37532e-06 9.375 9.625 1.80681e+06
9.75 9.33748e-05 0.000602588 5.5146e-06 9.625 9.875 3.9304e+06
10.00 0.000137962 0.0010879 1.17143e-08 9.875 10.125 4.05185e+06
10.25 6.53511e-05 0.000713593 -1.13659e-06 10.125 10.375 2.70845e+06
10.50 5.38786e-05 0.000360867 1.62595e-05 10.375 10.625 1.67042e+06
10.75 0.000254965 0.000678955 0.000216562 10.625 10.875 1.01582e+06
11.00 0.00105586 0.00174776 0.00085966 10.875 11.125 580567
11.25 0.00406925 0.00402902 0.00315558 11.125 11.375 326104
11.50 0.0121244 0.00833955 0.00851293 11.375 11.625 183020
11.75 0.0341936 0.0125964 0.0224043 11.625 11.875 101481
12.00 0.0790225 0.0167481 0.0448632 11.875 12.125 55364
12.25 0.13833 0.024296 0.0647511 12.125 12.375 29408
12.50 0.190436 0.0268568 0.0747013 12.375 12.625 15307
12.75 0.209495 0.0318436 0.0722555 12.625 12.875 7604
13.00 0.193438 0.0338088 0.0791604 12.875 13.125 3505
13.25 0.130921 0.0394737 0.0572368 13.125 13.375 1520
13.50 0.106419 0.0185811 0.0557432 13.375 13.625 592
13.75 0.0958904 0.0228311 0.0502283 13.625 13.875 219
14.00 0.047619 0.0238095 0 13.875 14.125 42
14.25 0 0 0 14.125 14.375 7
14.50 0 0 0 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
