#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 188798
9.00 0 0 0 8.875 9.125 304316
9.25 0 0 0 9.125 9.375 1.07328e+06
9.50 0 0 0 9.375 9.625 3.11347e+06
9.75 0 6.22521e-07 0 9.625 9.875 4.79452e+06
10.00 2.71877e-07 2.70349e-07 2.71877e-07 9.875 10.125 3.67813e+06
10.25 0 4.51563e-07 0 10.125 10.375 2.24117e+06
10.50 0 0 0 10.375 10.625 1.32716e+06
10.75 1.37766e-06 5.26903e-06 1.37766e-06 10.625 10.875 725871
11.00 0 2.53134e-05 0 10.875 11.125 381586
11.25 0 0.000106247 0 11.125 11.375 194699
11.50 3.1175e-05 0.000287739 3.1175e-05 11.375 11.625 96231
11.75 0.000130634 0.000605011 0.000130634 11.625 11.875 45930
12.00 0.000570668 0.00118222 0.000570668 11.875 12.125 21028
12.25 0.0015725 0.00382318 0.0015725 12.125 12.375 8903
12.50 0.00337363 0.00674441 0.00337363 12.375 12.625 3557
12.75 0.0114135 0.00526778 0.0114135 12.625 12.875 1139
13.00 0.00802139 0.00534759 0.00802139 12.875 13.125 374
13.25 0 0.0120482 0 13.125 13.375 83
13.50 0 0 0 13.375 13.625 14
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
