#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 118257
9.00 0 0 0 8.875 9.125 198969
9.25 0 0 0 9.125 9.375 777225
9.50 4.0111e-07 3.60815e-06 4.0111e-07 9.375 9.625 2.49308e+06
9.75 3.47458e-06 2.16502e-05 1.1034e-06 9.625 9.875 4.60488e+06
10.00 7.02657e-06 4.36933e-05 1.04019e-06 9.875 10.125 3.98487e+06
10.25 1.16344e-06 3.92171e-05 -7.13764e-07 10.125 10.375 2.57857e+06
10.50 1.88898e-06 1.80427e-05 6.74549e-07 10.375 10.625 1.58816e+06
10.75 9.64248e-06 5.50444e-05 9.64248e-06 10.625 10.875 933370
11.00 6.04795e-05 0.000248185 6.04795e-05 10.875 11.125 512570
11.25 0.00030664 0.000732022 0.00030664 11.125 11.375 277198
11.50 0.00116863 0.00213152 0.00115559 11.375 11.625 148892
11.75 0.00442331 0.00519328 0.00424766 11.625 11.875 78448
12.00 0.013457 0.0114416 0.012784 11.875 12.125 39905
12.25 0.0284341 0.0142175 0.0247079 12.125 12.375 19554
12.50 0.0506827 0.0210101 0.0402456 12.375 12.625 9155
12.75 0.0655033 0.0226649 0.0477952 12.625 12.875 3954
13.00 0.0622642 0.0201258 0.045912 12.875 13.125 1590
13.25 0.0434783 0.0235507 0.0307971 13.125 13.375 552
13.50 0.0304878 0.0182927 0.0182927 13.375 13.625 164
13.75 0.0588235 0.0294118 0 13.625 13.875 34
14.00 0 0 0 13.875 14.125 4
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
