#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 137595
9.00 0 0 0 8.875 9.125 227609
9.25 0 0 0 9.125 9.375 863115
9.50 7.48094e-07 1.49057e-06 7.48094e-07 9.375 9.625 2.67346e+06
9.75 1.05912e-06 7.5582e-06 4.28096e-07 9.625 9.875 4.72088e+06
10.00 2.54712e-06 1.31818e-05 1.03365e-06 9.875 10.125 3.926e+06
10.25 0 1.21222e-05 -3.87762e-07 10.125 10.375 2.50772e+06
10.50 6.49842e-07 6.5452e-06 6.49842e-07 10.375 10.625 1.53884e+06
10.75 5.61612e-06 2.3961e-05 5.61612e-06 10.625 10.875 890294
11.00 2.27194e-05 0.000135626 2.27194e-05 10.875 11.125 484168
11.25 0.0001664 0.000461175 0.0001664 11.125 11.375 258413
11.50 0.000616025 0.00135577 0.000616025 11.375 11.625 136358
11.75 0.00225068 0.00352406 0.00225068 11.625 11.875 70201
12.00 0.00727065 0.00801117 0.00715722 11.875 12.125 34935
12.25 0.0170249 0.0132599 0.0160613 12.125 12.375 16564
12.50 0.0343912 0.0159399 0.0304182 12.375 12.625 7531
12.75 0.0453507 0.0192496 0.0378442 12.625 12.875 3065
13.00 0.0383944 0.0200698 0.0314014 12.875 13.125 1146
13.25 0.0327869 0.0136612 0.0300472 13.125 13.375 366
13.50 0.0377358 0.00943396 0.0188679 13.375 13.625 106
13.75 0 0.0526316 0 13.625 13.875 19
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
