#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 56842
9.00 0 0 0 8.875 9.125 100746
9.25 0 2.20119e-06 0 9.125 9.375 454254
9.50 2.51969e-05 0.000114087 4.16879e-06 9.375 9.625 1.70656e+06
9.75 0.000135185 0.000812678 4.97424e-06 9.625 9.875 3.80959e+06
10.00 0.000191722 0.00146911 -5.14762e-06 9.875 10.125 4.03709e+06
10.25 9.04308e-05 0.000929334 -2.77942e-06 10.125 10.375 2.70925e+06
10.50 7.839e-05 0.000475776 2.1968e-05 10.375 10.625 1.67113e+06
10.75 0.000355111 0.000948844 0.000287516 10.625 10.875 1.0194e+06
11.00 0.00151704 0.00242678 0.0011797 10.875 11.125 586009
11.25 0.00546783 0.00574642 0.00396116 11.125 11.375 331210
11.50 0.0162807 0.0095942 0.0104162 11.375 11.625 186540
11.75 0.0439086 0.0124246 0.0266099 11.625 11.875 104262
12.00 0.0977054 0.0175763 0.0500599 11.875 12.125 57264
12.25 0.164914 0.0241302 0.0680575 12.125 12.375 30816
12.50 0.221904 0.0271832 0.0754721 12.375 12.625 16061
12.75 0.240163 0.0351727 0.0752816 12.625 12.875 8107
13.00 0.222829 0.0300894 0.0833122 12.875 13.125 3846
13.25 0.152721 0.0369747 0.06378 13.125 13.375 1709
13.50 0.113997 0.0292735 0.0476191 13.375 13.625 693
13.75 0.103175 0.015873 0.0595238 13.625 13.875 252
14.00 0.0508475 0.0338983 0 13.875 14.125 59
14.25 0 0.0909091 0 14.125 14.375 11
14.50 0 0 0 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
